사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화
0008110041,엘브이엠씨홀딩스(주),2015,도입기,0,,75.7,,,0.19,49.99
0008110041,엘브이엠씨홀딩스(주),2016,도입기,0,,80.6,,,0.29,50.87
0008110041,엘브이엠씨홀딩스(주),2017,성장기,0,,1.1,,,0.15,48.84
0008110041,엘브이엠씨홀딩스(주),2018,성장기,0,,4.0,,,78.11,90.45
0008110041,엘브이엠씨홀딩스(주),2019,성장기,0,,0.2,,,88.57,53.05
0008110041,엘브이엠씨홀딩스(주),2020,성장기,1,,0.0,,,95.74,54.45
1018106586,서원물산(주),2015,도입기,1,,75.7,,,92.54,64.5
1018116269,현대코퍼레이션(주),2015,성숙기,0,,3.2,,,2.08,49.3
1018116269,현대코퍼레이션(주),2016,성장기,0,,0.3,,,0.62,50.04
1018116269,현대코퍼레이션(주),2017,조정기,0,,21.8,,,1.47,49.36
1018116269,현대코퍼레이션(주),2018,조정기,0,,30.2,,,0.47,48.4
1018116269,현대코퍼레이션(주),2019,조정기,0,,30.1,,,0.86,47.64
1018116269,현대코퍼레이션(주),2020,성숙기,0,,0.0,,,0.09,50.1
1018116269,현대코퍼레이션(주),2021,도입기,0,,82.6,,,0.43,49.6
1018116269,현대코퍼레이션(주),2022,성숙기,0,,0.0,,,0.18,51.17
1018116269,현대코퍼레이션(주),2023,도입기,0,,100.0,,,0.24,47.81
1018116269,현대코퍼레이션(주),2024,조정기,0,,31.7,,,0.07,48.71
1018116478,주식회사승전상사,2015,도입기,0,,75.7,,,0.08,49.28
1018116478,주식회사승전상사,2016,성숙기,0,,0.0,,,1.06,51.33
1018116478,주식회사승전상사,2017,성숙기,0,,0.0,,,0.49,48.61
1018116478,주식회사승전상사,2018,조정기,0,,30.2,,,32.46,65.96
1018116478,주식회사승전상사,2019,쇠퇴기,0,,100.0,,,54.47,59.4
1018116478,주식회사승전상사,2020,성장기,1,,0.0,,,90.2,69.7
1018117953,에이치디엑스(주),2015,성숙기,0,,3.2,,,0.13,49.85
1018117953,에이치디엑스(주),2016,성숙기,0,,0.0,,,0.19,50.84
1018117953,에이치디엑스(주),2017,성숙기,0,,0.0,,,0.17,48.9
1018117953,에이치디엑스(주),2018,성숙기,0,,0.0,,,0.78,49.26
1018117953,에이치디엑스(주),2019,성숙기,0,,0.0,,,12.48,53.81
1018117953,에이치디엑스(주),2020,성숙기,0,,0.0,,,2.81,45.35
