사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,연도_신용등급,최종합산스코어,등급_5단계,신용등급
1018102940,(주)모토닉,2015,조정기,0,65.1,25.5,51.29,61.73,0.02,47.76,2016,20.8,매우 안정,
1018102940,(주)모토닉,2016,성숙기,0,75.31,0.0,100.0,49.82,0.29,35.66,2017,25.7,중립,
1018102940,(주)모토닉,2017,성숙기,0,79.8,0.0,79.1,40.56,0.08,39.74,2018,21.9,안정,
1018102940,(주)모토닉,2018,성숙기,0,66.1,0.0,32.87,45.13,0.01,46.29,2019,15.1,매우 안정,
1018102940,(주)모토닉,2019,성숙기,0,45.04,0.0,60.13,52.24,0.01,47.52,2020,18.9,매우 안정,
1018102940,(주)모토닉,2020,성숙기,0,100.0,0.0,0.0,70.68,0.04,51.98,2021,14.7,매우 안정,
1018102940,(주)모토닉,2021,성숙기,0,69.97,0.0,33.95,63.95,0.01,34.91,2022,16.7,매우 안정,
1018102940,(주)모토닉,2022,성숙기,0,47.05,0.0,67.84,45.1,0.01,47.82,2023,19.4,매우 안정,
1018102940,(주)모토닉,2023,성숙기,0,0.0,0.0,70.31,46.3,0.01,58.08,2024,18.1,매우 안정,
1018102940,(주)모토닉,2024,성숙기,0,43.02,0.0,57.23,40.95,0.1,50.36,2025,17.4,매우 안정,
1018109147,현대자동차(주),2015,성장기,0,65.1,0.0,51.29,60.02,0.1,47.77,2016,19.4,매우 안정,AAA(안정적)
1018109147,현대자동차(주),2016,성장기,0,75.31,0.4,100.0,49.73,0.25,35.58,2017,25.7,중립,AAA(안정적)
1018109147,현대자동차(주),2017,성장기,0,79.8,2.4,79.1,40.3,0.18,39.83,2018,22.1,안정,
1018109147,현대자동차(주),2018,성장기,0,66.1,3.0,32.87,44.23,0.14,46.31,2019,15.2,매우 안정,AAA(안정적)
1018109147,현대자동차(주),2019,성장기,0,45.04,10.9,60.13,50.97,2.26,48.69,2020,20.7,매우 안정,AAA(안정적)
1018109147,현대자동차(주),2020,도입기,0,100.0,84.0,0.0,70.61,0.15,50.83,2021,18.9,매우 안정,AAA(부정적)
1018109147,현대자동차(주),2021,도입기,0,69.97,95.8,33.95,62.55,0.14,34.93,2022,21.5,안정,AA+(안정적)
1018109147,현대자동차(주),2022,도입기,0,47.05,95.3,67.84,43.89,0.1,47.8,2023,24.1,안정,AA+(긍정적)
1018109147,현대자동차(주),2023,도입기,0,0.0,100.0,70.31,45.64,0.14,58.11,2024,23.1,안정,AA+(안정적)
1018109147,현대자동차(주),2024,도입기,0,43.02,100.0,57.23,40.5,0.04,50.27,2025,22.3,안정,
1018116406,현대모비스(주),2015,성장기,0,65.1,0.0,51.29,59.42,0.04,47.75,2016,19.3,매우 안정,
