사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화
1018137944,(주)대신티앤에스,2015,성숙기,0,38.29,5.6,0.0,56.41,19.43,52.0
1018137944,(주)대신티앤에스,2016,성숙기,0,35.48,0.0,19.68,42.21,26.95,54.96
1018172432,한국파이프콘베어(주),2015,성숙기,0,38.29,5.6,0.0,50.41,5.46,53.0
1018172432,한국파이프콘베어(주),2016,성숙기,0,35.48,0.0,19.68,61.8,0.53,48.15
1018172432,한국파이프콘베어(주),2017,쇠퇴기,0,0.0,100.0,24.1,61.21,62.24,83.99
1018172432,한국파이프콘베어(주),2018,성숙기,0,56.96,0.0,92.35,52.91,30.44,28.43
1018172432,한국파이프콘베어(주),2019,성숙기,0,44.21,0.0,100.0,46.27,27.42,47.91
1018172432,한국파이프콘베어(주),2020,성숙기,0,100.0,0.0,62.42,,8.71,40.35
1018172432,한국파이프콘베어(주),2021,조정기,0,25.99,24.6,38.9,25.35,34.83,63.6
1018172432,한국파이프콘베어(주),2022,조정기,0,44.25,26.1,54.23,16.23,64.22,64.15
1018665289,현대무벡스주식회사,2015,조정기,0,38.29,28.5,0.0,22.23,21.03,61.94
1018665289,현대무벡스주식회사,2016,성장기,0,35.48,2.2,19.68,36.25,16.58,48.38
1018665289,현대무벡스주식회사,2017,성장기,0,0.0,1.7,24.1,36.65,0.93,39.43
1018665289,현대무벡스주식회사,2018,성장기,0,56.96,1.0,92.35,37.47,1.02,46.3
1018665289,현대무벡스주식회사,2019,성숙기,0,44.21,0.0,100.0,27.79,0.11,49.18
1018665289,현대무벡스주식회사,2020,성숙기,0,100.0,0.0,62.42,56.22,0.08,50.65
1028141868,스미토모싸이크로코리아(주),2015,성숙기,0,38.29,5.6,0.0,53.58,0.46,50.26
1028141868,스미토모싸이크로코리아(주),2016,성숙기,0,35.48,0.0,19.68,53.85,0.02,50.64
1028141868,스미토모싸이크로코리아(주),2017,성숙기,0,0.0,0.0,24.1,55.49,0.49,48.68
1028141868,스미토모싸이크로코리아(주),2018,성숙기,0,56.96,0.0,92.35,53.77,0.37,46.19
1028141868,스미토모싸이크로코리아(주),2019,성숙기,0,44.21,0.0,100.0,52.46,0.49,49.76
1028141868,스미토모싸이크로코리아(주),2020,성숙기,0,100.0,0.0,62.42,62.28,0.47,50.65
1028141868,스미토모싸이크로코리아(주),2021,성숙기,0,25.99,0.0,38.9,55.29,0.51,48.89
1028141868,스미토모싸이크로코리아(주),2022,성숙기,0,44.25,0.0,54.23,38.13,0.8,47.55
1028141868,스미토모싸이크로코리아(주),2023,성숙기,0,24.44,0.0,55.25,51.52,0.65,48.77
1028141868,스미토모싸이크로코리아(주),2024,조정기,0,53.17,27.2,58.94,40.87,1.02,50.47
1028800167,영일엔지니어링(주),2016,조정기,0,35.48,33.5,19.68,46.84,3.42,51.01
1028800167,영일엔지니어링(주),2017,성장기,0,0.0,1.7,24.1,48.92,3.63,48.54
1028800167,영일엔지니어링(주),2018,도입기,0,56.96,75.8,92.35,49.91,6.51,47.89
