기준연도,사업자등록번호,회계년도,생애주기_최종,생애주기_점수,부실라벨_ICR3년
2015,1018104026,2015,쇠퇴기,100.0,0
2015,1018119252,2015,조정기,21.2,0
2015,1018139184,2015,조정기,21.2,0
2015,1018146079,2012,조정기,21.2,0
2015,1018146443,2015,성장기,0.3,0
2015,1018146934,2014,도입기,63.7,0
2015,1018633977,2012,쇠퇴기,100.0,1
2015,1018651714,2015,성숙기,0.0,0
2015,1028144128,2015,조정기,21.2,0
2015,1048157634,2015,성장기,0.3,0
2015,1048194599,2015,성장기,0.3,0
2015,1048611249,2012,도입기,63.7,1
2015,1048634280,2014,성장기,0.3,1
2015,1048634922,2014,도입기,63.7,1
2015,1048648203,2015,도입기,63.7,0
2015,1058100527,2014,조정기,21.2,1
2015,1058137946,2015,조정기,21.2,0
2015,1058145223,2015,성숙기,0.0,0
2015,1058146727,2015,성숙기,0.0,0
2015,1058152326,2015,성장기,0.3,0
2015,1058153698,2015,조정기,21.2,0
2015,1058170436,2015,성숙기,0.0,0
2015,1058174316,2015,성숙기,0.0,0
2015,1058174510,2015,조정기,21.2,0
2015,1058178229,2015,성숙기,0.0,0
2015,1058179868,2014,조정기,21.2,0
2015,1058189099,2015,성숙기,0.0,0
2015,1058191713,2015,성숙기,0.0,0
2015,1058199490,2015,성숙기,0.0,1
2015,1058603311,2012,도입기,63.7,1
2015,1058608183,2015,성장기,0.3,0
2015,1058610049,2015,도입기,63.7,0
2015,1058621696,2015,쇠퇴기,100.0,0
2015,1058646120,2015,성숙기,0.0,0
2015,1058652618,2015,성숙기,0.0,0
2015,1058666539,2013,성장기,0.3,0
2015,1058670163,2015,성숙기,0.0,0
2015,1058728982,2015,성장기,0.3,0
2015,1058796059,2015,도입기,63.7,0
2015,1068104152,2015,성장기,0.3,0
2015,1068104832,2015,성숙기,0.0,0
2015,1068148878,2015,성숙기,0.0,1
2015,1068150525,2015,성장기,0.3,0
2015,1068155549,2012,쇠퇴기,100.0,1
2015,1068157509,2015,성숙기,0.0,0
2015,1068165222,2015,도입기,63.7,0
2015,1068169193,2015,도입기,63.7,1
2015,1068172820,2015,성숙기,0.0,0
2015,1068176452,2015,성숙기,0.0,0
2015,1068177204,2015,도입기,63.7,0
2015,1068186794,2012,성숙기,0.0,0
2015,1068190570,2013,도입기,63.7,1
2015,1068601126,2015,도입기,63.7,0
2015,1068601790,2015,도입기,63.7,0
2015,1068607697,2015,성장기,0.3,0
2015,1068607775,2015,조정기,21.2,0
2015,1068617410,2015,도입기,63.7,0
2015,1068637264,2015,성장기,0.3,0
2015,1068638429,2015,성장기,0.3,0
2015,1068656408,2015,도입기,63.7,0
2015,1068678853,2015,도입기,63.7,0
2015,1078100237,2015,도입기,63.7,0
2015,1078111108,2015,조정기,21.2,0
2015,1078142450,2015,성숙기,0.0,0
2015,1078143425,2015,성장기,0.3,0
2015,1078145817,2015,성숙기,0.0,0
2015,1078152512,2015,성장기,0.3,0
2015,1078157410,2015,성장기,0.3,0
2015,1078166637,2014,성숙기,0.0,0
2015,1078171936,2014,성숙기,0.0,0
2015,1078177264,2015,성장기,0.3,0
2015,1078180740,2015,성숙기,0.0,0
2015,1078183811,2012,쇠퇴기,100.0,1
2015,1078193060,2015,도입기,63.7,0
2015,1078193643,2015,도입기,63.7,0
2015,1078194341,2015,성숙기,0.0,0
2015,1078610346,2015,성숙기,0.0,0
2015,1078614075,2015,성장기,0.3,0
2015,1078614610,2015,성장기,0.3,0
2015,1078617316,2012,조정기,21.2,1
2015,1078627075,2015,성장기,0.3,0
2015,1078627134,2015,성장기,0.3,0
2015,1078651333,2015,성장기,0.3,0
2015,1078658073,2012,도입기,63.7,1
2015,1088116673,2013,조정기,21.2,0
2015,1088127938,2015,성숙기,0.0,0
2015,1088146954,2015,도입기,63.7,0
2015,1088166659,2015,성장기,0.3,1
2015,1088169506,2015,성숙기,0.0,0
