사업자등록번호,회사명,테스트_연도,훈련_끝,beta_i,beta_i_raw,beta_sign,beta_quality,beta_src,S2,r2,n_obs,granger_p
1018636260,동원팜스주식회사,2015,2014,-25.958252562330923,-39.00030462167001,-1.0,low,ols_shrunk,0.816793893129771,0.6438958635426536,3.0,
1018666838,(주)삼양사,2015,2014,-214.6829797450139,-353.5415165928083,-1.0,low,ols_shrunk,0.9990458015267175,0.9585529175009266,3.0,
1028105450,삼양식품(주),2015,2014,-17.50283834904386,-24.907947599524903,-1.0,low,ols_shrunk,0.7137404580152672,0.6752724466366647,3.0,
1028141121,코카콜라음료주식회사,2015,2014,-13.273013249428576,-17.8582391001661,-1.0,low,ols_shrunk,0.6564885496183206,0.5141765537726284,3.0,
1048104326,대한사료주식회사,2015,2014,-31.18439904773475,-47.71054876400972,-1.0,low,ols_shrunk,0.8645038167938931,0.987309411522707,3.0,
1048104345,대한제분(주),2015,2014,-26.867016054231062,-40.514910441503574,-1.0,low,ols_shrunk,0.8263358778625954,0.9983626915663032,3.0,
1048126373,유성물산교역(주),2015,2014,6.5606144632683305,15.197807087662081,1.0,low,ols_shrunk,0.48282442748091603,0.07923501681843437,3.0,
1048127881,(주)사조오양,2015,2014,-3.621679559352335,-1.7726829500390293,-1.0,low,ols_shrunk,0.07633587786259542,0.0031582030756921453,3.0,
1048609535,씨제이제일제당(주),2015,2014,-53.39056341547596,-84.72082271024507,-1.0,low,ols_shrunk,0.9446564885496184,0.9364254940526909,3.0,
1058122365,코스맥스바이오주식회사,2015,2014,-34.04086520074691,-52.471325685696655,-1.0,low,ols_shrunk,0.8778625954198473,0.8429643337286712,3.0,
1058175218,(주)서림글로벌,2015,2014,-6.395174473322293,,-1.0,,global_median,0.3234732824427481,,,
1058616475,건식무역(주),2015,2014,-2.99357843319568,-0.7258477397779379,-1.0,low,ols_shrunk,0.05916030534351145,0.002530538389009296,3.0,
1058633421,(주)대명오앤씨,2015,2014,-6.395174473322293,,-1.0,,global_median,0.3234732824427481,,,
1058675514,(주)부농산업,2015,2014,-6.395174473322293,,-1.0,,global_median,0.3234732824427481,,,
1058770267,(주)에이치피오,2015,2014,-6.395174473322293,,-1.0,,global_median,0.3234732824427481,,,
1068118317,(주)광일,2015,2014,4.016668301089563,10.957896817364135,1.0,low,ols_shrunk,0.0916030534351145,0.05887208822331491,3.0,
1068138502,(주)에스트라,2015,2014,-27.00910249043518,-40.751721168510436,-1.0,low,ols_shrunk,0.8282442748091603,0.3051306478225517,3.0,
1078114027,서영주정주식회사,2015,2014,-6.3154343179091335,-6.26227421430036,-1.0,low,ols_shrunk,0.16603053435114504,0.41024037123729207,3.0,
1078132817,서신식품(주),2015,2014,-97.9910977717922,-159.0550466374388,-1.0,low,ols_shrunk,0.982824427480916,0.9965341732979608,3.0,
1078689222,주식회사후레쉬서브,2015,2014,-6.395174473322293,,-1.0,,global_median,0.3234732824427481,,,
