,FeatureSet,FeatureFile,N_Features,Method,SMOTE_Ratio,Model,Weighted_Score,Test_F1,Test_Recall,Test_Precision,Test_PR_AUC,Test_ROC_AUC,Gap_F1,Gap_Recall,Gap_Precision,Gap_PR_AUC,Gap_ROC_AUC
1,top50_dedup38,lasso_features_top50--5.csv,5,ClassWeight,-,RandomForest,0.315,0.261744966442953,0.6473029045643154,0.1640378548895899,0.2141224094033143,0.8144255855821163,-0.0285020386537411,-0.0510564014853398,-0.018618095157728,-0.0066966315808832,-0.0192489949323989
2,top65_dedup43,lasso_features_top65--5.csv,5,ClassWeight,-,RandomForest,0.315,0.261744966442953,0.6473029045643154,0.1640378548895899,0.2141224094033143,0.8144255855821163,-0.0285020386537411,-0.0510564014853398,-0.018618095157728,-0.0066966315808832,-0.0192489949323989
3,top60_dedup43,lasso_features_top60--5.csv,5,ClassWeight,-,RandomForest,0.315,0.261744966442953,0.6473029045643154,0.1640378548895899,0.2141224094033143,0.8144255855821163,-0.0285020386537411,-0.0510564014853398,-0.018618095157728,-0.0066966315808832,-0.0192489949323989
4,top55_dedup38,lasso_features_top55--5.csv,5,ClassWeight,-,RandomForest,0.315,0.261744966442953,0.6473029045643154,0.1640378548895899,0.2141224094033143,0.8144255855821163,-0.0285020386537411,-0.0510564014853398,-0.018618095157728,-0.0066966315808832,-0.0192489949323989
5,top55_dedup38,lasso_features_top55--5.csv,5,ClassWeight,-,LogisticRegression,0.3104,0.2839195979899497,0.4688796680497925,0.2036036036036036,0.2629518868236029,0.7687622146701196,-0.034215257623893,0.0388611532717608,-0.0376511854144148,-0.0610951402371014,0.0142317422868534
6,top50_dedup38,lasso_features_top50--5.csv,5,ClassWeight,-,LogisticRegression,0.3104,0.2839195979899497,0.4688796680497925,0.2036036036036036,0.2629518868236029,0.7687622146701196,-0.034215257623893,0.0388611532717608,-0.0376511854144148,-0.0610951402371014,0.0142317422868534
7,top65_dedup43,lasso_features_top65--5.csv,5,ClassWeight,-,LogisticRegression,0.3104,0.2839195979899497,0.4688796680497925,0.2036036036036036,0.2629518868236029,0.7687622146701196,-0.034215257623893,0.0388611532717608,-0.0376511854144148,-0.0610951402371014,0.0142317422868534
8,top60_dedup43,lasso_features_top60--5.csv,5,ClassWeight,-,LogisticRegression,0.3104,0.2839195979899497,0.4688796680497925,0.2036036036036036,0.2629518868236029,0.7687622146701196,-0.034215257623893,0.0388611532717608,-0.0376511854144148,-0.0610951402371014,0.0142317422868534
9,top60_dedup43,lasso_features_top60--5.csv,5,ClassWeight,-,LightGBM,0.2747,0.2708333333333333,0.4315352697095436,0.1973434535104364,0.2141897146886681,0.7880823328936855,-0.0305445871951596,0.0285594699944483,-0.0333431059450796,-0.0192978130081244,-0.0235255470246934
10,top55_dedup38,lasso_features_top55--5.csv,5,ClassWeight,-,LightGBM,0.2747,0.2708333333333333,0.4315352697095436,0.1973434535104364,0.2141897146886681,0.7880823328936855,-0.0305445871951596,0.0285594699944483,-0.0333431059450796,-0.0192978130081244,-0.0235255470246934
