,FeatureSet,FeatureFile,N_Features,Method,SMOTE_Ratio,Model,Weighted_Score,Test_F1,Test_Recall,Test_Precision,Test_PR_AUC,Test_ROC_AUC,Gap_F1,Gap_Recall,Gap_Precision,Gap_PR_AUC,Gap_ROC_AUC
1,top60_dedup43,lasso_features_top60--43.csv,43,CTGAN,0.2,XGBoost,0.7066,0.6729857819905213,0.6893203883495146,0.6574074074074074,0.7337558132836706,0.95915002747756,-0.3152425534756014,-0.2957280004551922,-0.2655796330967956,-0.3742062981595459,-0.0316473786903381
2,top60_dedup43,lasso_features_top60--43.csv,43,CTGAN,0.2,LightGBM,0.6817,0.6484018264840182,0.6893203883495146,0.6120689655172413,0.6987138240146733,0.9575843250025058,-0.334726664033837,-0.3286665108747792,-0.2547102910533037,-0.3609531949345586,-0.0385432056970383
3,top65_dedup43,lasso_features_top65--43.csv,43,CTGAN,0.2,XGBoost,0.6772,0.6382978723404256,0.7281553398058253,0.5681818181818182,0.6801143662074718,0.947726966373688,-0.3173149726888929,-0.3092309847166257,-0.2313625581017065,-0.309739011797671,-0.0158456243866331
4,top60_dedup43,lasso_features_top60--43.csv,43,CTGAN,0.2,RandomForest,0.5881,0.6162790697674418,0.5145631067961165,0.7681159420289855,0.6005681783810758,0.9075440591441518,-0.5505275025652965,-0.4739901296377735,-0.3628129117259552,-0.3951616433025687,-0.0699958461448646
5,top65_dedup43,lasso_features_top65--43.csv,43,CTGAN,0.2,LightGBM,0.5867,0.5357142857142857,0.7281553398058253,0.423728813559322,0.5606509205358917,0.9484389635256992,-0.2355079398170819,-0.3431547168110895,-0.0782023609877258,-0.1882556004559189,-0.0216422444581569
6,top65_dedup43,lasso_features_top65--43.csv,43,CTGAN,0.2,RandomForest,0.4611,0.5057471264367817,0.4271844660194174,0.6197183098591549,0.4477944131802051,0.8647672011253702,-0.4112085732025762,-0.3694274028166015,-0.2072183098591548,-0.2268809927436876,-0.0251235965243807
7,top50_dedup38,lasso_features_top50--38.csv,38,CTGAN,0.1,LightGBM,0.4289,0.3896848137535816,0.6601941747572816,0.2764227642276423,0.359838736298796,0.9182309290180316,-0.108174028775034,-0.2337907678660698,-0.0233562316755626,0.005408847676347,-0.0021270746012836
8,top55_dedup38,lasso_features_top55--38.csv,38,CTGAN,0.2,LightGBM,0.4186,0.4152249134948096,0.5825242718446602,0.3225806451612903,0.3551409203851231,0.9312819059403374,-0.1060563043262005,-0.1676513850205538,-0.0283022052306765,-0.015119992364785,-0.0244752982983661
9,top55_dedup38,lasso_features_top55--38.csv,38,CTGAN,0.1,LightGBM,0.4172,0.3914373088685015,0.6213592233009708,0.2857142857142857,0.3510352271028034,0.9274834356973252,-0.1165881415193341,-0.3392357234945442,0.0441098661686897,0.0050530463105782,0.002817607444064
10,top50_dedup38,lasso_features_top50--38.csv,38,CTGAN,0.2,LightGBM,0.3945,0.416,0.5048543689320388,0.3537414965986394,0.3375364170656627,0.9276977261022994,-0.2029306669450059,0.0198649496897187,-0.1793096200236591,-0.0389269723811655,-0.0397431078925691
