변수그룹,변수,비교,평균(A),평균(B),평균차(A-B),F(Scheffe),p값,유의성
기본 재무비율,부채비율,도입기 vs 성장기,4030.5266,1345.9004,2684.6262,122.8012,0.0,***
기본 재무비율,부채비율,도입기 vs 성숙기,4030.5266,1015.7414,3014.7852,235.5191,0.0,***
기본 재무비율,부채비율,도입기 vs 쇠퇴기,4030.5266,2708.8679,1321.6587,32.4037,0.0,***
기본 재무비율,부채비율,성장기 vs 성숙기,1345.9004,1015.7414,330.159,2.3344,0.506,n.s.
기본 재무비율,부채비율,성장기 vs 쇠퇴기,1345.9004,2708.8679,-1362.9675,29.9574,0.0,***
기본 재무비율,부채비율,성숙기 vs 쇠퇴기,1015.7414,2708.8679,-1693.1265,68.398,0.0,***
기본 재무비율,총부채비율,도입기 vs 성장기,79.3994,64.9085,14.4909,96.1136,0.0,***
기본 재무비율,총부채비율,도입기 vs 성숙기,79.3994,51.1207,28.2787,556.6635,0.0,***
기본 재무비율,총부채비율,도입기 vs 쇠퇴기,79.3994,69.5117,9.8877,48.7199,0.0,***
기본 재무비율,총부채비율,성장기 vs 성숙기,64.9085,51.1207,13.7878,109.366,0.0,***
기본 재무비율,총부채비율,성장기 vs 쇠퇴기,64.9085,69.5117,-4.6032,9.1793,0.0271,*
기본 재무비율,총부채비율,성숙기 vs 쇠퇴기,51.1207,69.5117,-18.391,216.7882,0.0,***
기본 재무비율,장기부채비율,도입기 vs 성장기,756.238,268.3581,487.8799,116.9187,0.0,***
기본 재무비율,장기부채비율,도입기 vs 성숙기,756.238,188.3679,567.87,240.8987,0.0,***
기본 재무비율,장기부채비율,도입기 vs 쇠퇴기,756.238,477.4348,278.8032,41.5694,0.0,***
기본 재무비율,장기부채비율,성장기 vs 성숙기,268.3581,188.3679,79.9902,3.9503,0.267,n.s.
기본 재무비율,장기부채비율,성장기 vs 쇠퇴기,268.3581,477.4348,-209.0767,20.322,0.0001,***
기본 재무비율,장기부채비율,성숙기 vs 쇠퇴기,188.3679,477.4348,-289.0669,57.4757,0.0,***
기본 재무비율,장기부채의존도,도입기 vs 성장기,16.1497,15.9111,0.2386,0.1148,0.99,n.s.
기본 재무비율,장기부채의존도,도입기 vs 성숙기,16.1497,9.0237,7.1259,155.7316,0.0,***
기본 재무비율,장기부채의존도,도입기 vs 쇠퇴기,16.1497,11.8447,4.305,40.6891,0.0,***
기본 재무비율,장기부채의존도,성장기 vs 성숙기,15.9111,9.0237,6.8873,120.2297,0.0,***
기본 재무비율,장기부채의존도,성장기 vs 쇠퇴기,15.9111,11.8447,4.0664,31.5594,0.0,***
기본 재무비율,장기부채의존도,성숙기 vs 쇠퇴기,9.0237,11.8447,-2.821,22.4716,0.0001,***
기본 재무비율,차입금의존도,도입기 vs 성장기,52.9736,42.4042,10.5694,83.346,0.0,***
기본 재무비율,차입금의존도,도입기 vs 성숙기,52.9736,21.6599,31.3136,1112.5746,0.0,***
기본 재무비율,차입금의존도,도입기 vs 쇠퇴기,52.9736,37.8137,15.1599,186.6799,0.0,***
기본 재무비율,차입금의존도,성장기 vs 성숙기,42.4042,21.6599,20.7442,403.5283,0.0,***
기본 재무비율,차입금의존도,성장기 vs 쇠퇴기,42.4042,37.8137,4.5905,14.88,0.0019,**
기본 재무비율,차입금의존도,성숙기 vs 쇠퇴기,21.6599,37.8137,-16.1537,272.6207,0.0,***
기본 재무비율,순차입금비율,도입기 vs 성장기,2543.8673,805.142,1738.7254,124.3734,0.0,***
기본 재무비율,순차입금비율,도입기 vs 성숙기,2543.8673,556.1202,1987.7471,247.2101,0.0,***
기본 재무비율,순차입금비율,도입기 vs 쇠퇴기,2543.8673,1618.2286,925.6387,38.3768,0.0,***
기본 재무비율,순차입금비율,성장기 vs 성숙기,805.142,556.1202,249.0218,3.2065,0.3609,n.s.
기본 재무비율,순차입금비율,성장기 vs 쇠퇴기,805.142,1618.2286,-813.0866,25.7417,0.0,***
기본 재무비율,순차입금비율,성숙기 vs 쇠퇴기,556.1202,1618.2286,-1062.1084,64.9879,0.0,***
기본 재무비율,금융부채비율,도입기 vs 성장기,2736.9438,871.19,1865.7539,123.0468,0.0,***
기본 재무비율,금융부채비율,도입기 vs 성숙기,2736.9438,611.7917,2125.1521,242.7839,0.0,***
기본 재무비율,금융부채비율,도입기 vs 쇠퇴기,2736.9438,1741.073,995.8709,38.167,0.0,***
기본 재무비율,금융부채비율,성장기 vs 성숙기,871.19,611.7917,259.3982,2.9894,0.3933,n.s.
기본 재무비율,금융부채비율,성장기 vs 쇠퇴기,871.19,1741.073,-869.883,25.3152,0.0,***
기본 재무비율,금융부채비율,성숙기 vs 쇠퇴기,611.7917,1741.073,-1129.2812,63.1241,0.0,***
기본 재무비율,자기자본비율,도입기 vs 성장기,18.5043,34.5735,-16.0693,88.1097,0.0,***
기본 재무비율,자기자본비율,도입기 vs 성숙기,18.5043,48.3234,-29.8191,461.4224,0.0,***
기본 재무비율,자기자본비율,도입기 vs 쇠퇴기,18.5043,27.7545,-9.2502,31.7875,0.0,***
기본 재무비율,자기자본비율,성장기 vs 성숙기,34.5735,48.3234,-13.7498,81.0814,0.0,***
기본 재무비율,자기자본비율,성장기 vs 쇠퇴기,34.5735,27.7545,6.819,15.0168,0.0018,**
기본 재무비율,자기자본비율,성숙기 vs 쇠퇴기,48.3234,27.7545,20.5689,202.1537,0.0,***
기본 재무비율,유보율,도입기 vs 성장기,2487.2218,6772.9962,-4285.7745,67.843,0.0,***
기본 재무비율,유보율,도입기 vs 성숙기,2487.2218,8427.9964,-5940.7747,198.249,0.0,***
기본 재무비율,유보율,도입기 vs 쇠퇴기,2487.2218,3869.3014,-1382.0796,7.6813,0.0532,n.s.
기본 재무비율,유보율,성장기 vs 성숙기,6772.9962,8427.9964,-1655.0002,12.7156,0.0053,**
기본 재무비율,유보율,성장기 vs 쇠퇴기,6772.9962,3869.3014,2903.6948,29.4745,0.0,***
기본 재무비율,유보율,성숙기 vs 쇠퇴기,8427.9964,3869.3014,4558.695,107.4873,0.0,***
기본 재무비율,자본잠식률,도입기 vs 성장기,-3303.4332,-7734.0865,4430.6533,43.5155,0.0,***
기본 재무비율,자본잠식률,도입기 vs 성숙기,-3303.4332,-9542.3822,6238.949,131.2228,0.0,***
기본 재무비율,자본잠식률,도입기 vs 쇠퇴기,-3303.4332,-4296.1995,992.7662,2.3786,0.4977,n.s.
기본 재무비율,자본잠식률,성장기 vs 성숙기,-7734.0865,-9542.3822,1808.2957,9.1105,0.0279,*
기본 재무비율,자본잠식률,성장기 vs 쇠퇴기,-7734.0865,-4296.1995,-3437.887,24.7964,0.0,***
