부실확률_w,Porter5F_w,생애주기점수_w,산업충격민감도_w,기업충격민감도_w,부실확률변화_w,spearman_rho,p_value
0.5,0.05,0.2,0.1,0.05,0.1,0.4256786275266699,3.740120144388341e-22
0.3,0.05,0.25,0.05,0.05,0.3,0.4250303729957376,4.386337888082937e-22
0.45,0.05,0.2,0.1,0.05,0.15,0.42495077413522414,4.472916905271374e-22
0.45,0.05,0.25,0.1,0.05,0.1,0.4239241016832243,5.752775750742296e-22
0.4,0.05,0.15,0.05,0.05,0.3,0.42340130060010284,6.537090052550054e-22
0.4,0.05,0.2,0.05,0.05,0.25,0.4229551001929407,7.289235993304429e-22
0.55,0.05,0.15,0.15,0.05,0.05,0.42147534914568424,1.0447992276612935e-21
0.5,0.05,0.15,0.15,0.05,0.1,0.4213068629313329,1.0883940072423857e-21
0.4,0.05,0.2,0.1,0.05,0.2,0.4200525636049548,1.4744735394141938e-21
0.45,0.05,0.15,0.1,0.05,0.2,0.41974951181326564,1.5863923914540387e-21
0.5,0.05,0.2,0.15,0.05,0.05,0.4188414734089145,1.9743388240519646e-21
0.55,0.05,0.2,0.1,0.05,0.05,0.41822631648394165,2.2888833498778975e-21
0.45,0.05,0.2,0.1,0.1,0.1,0.4168921831453202,3.150715109512176e-21
0.3,0.05,0.2,0.05,0.05,0.35,0.41659683257277974,3.381035072651506e-21
0.35,0.05,0.15,0.05,0.05,0.35,0.41574746452499617,4.1399653867358026e-21
0.4,0.05,0.15,0.05,0.1,0.25,0.4156683359679421,4.2186865110187165e-21
0.4,0.05,0.25,0.1,0.05,0.15,0.41561207591660426,4.275552703339721e-21
0.4,0.05,0.15,0.1,0.1,0.2,0.4153641084176043,4.5353309375121344e-21
0.35,0.05,0.2,0.1,0.1,0.2,0.4137935888026722,6.5820343944327916e-21
0.3,0.05,0.3,0.05,0.05,0.25,0.4135301600774425,7.004994646496858e-21
0.6,0.05,0.1,0.15,0.05,0.05,0.4133681993235912,7.278222430104342e-21
0.35,0.05,0.2,0.05,0.05,0.3,0.41333933444876686,7.328008631126361e-21
0.5,0.05,0.15,0.15,0.1,0.05,0.41309942993805004,7.754998000336274e-21
0.45,0.05,0.2,0.05,0.05,0.2,0.41174976754372655,1.0655752219962396e-20
0.45,0.05,0.2,0.15,0.05,0.1,0.4105610167620106,1.408042525667256e-20
0.35,0.05,0.15,0.05,0.1,0.3,0.41023303888697016,1.5202795497764295e-20
0.45,0.05,0.15,0.05,0.05,0.25,0.41008689208694316,1.5730897643253032e-20
0.6,0.05,0.1,0.1,0.05,0.1,0.409786015448754,1.6875692394593147e-20
0.55,0.05,0.05,0.15,0.15,0.05,0.4097418657114973,1.7050443029158838e-20
0.55,0.05,0.15,0.1,0.1,0.05,0.40955991706061895,1.7789635585429752e-20
0.45,0.05,0.1,0.05,0.1,0.25,0.4090032541284163,2.0252884615706753e-20
0.45,0.05,0.15,0.1,0.1,0.15,0.40895875166356493,2.046373137145435e-20
0.45,0.05,0.35,0.05,0.05,0.05,0.40883100548638934,2.1081067481265207e-20
0.5,0.1,0.1,0.15,0.1,0.05,0.4086108446794299,2.2188356197795626e-20
0.35,0.05,0.25,0.05,0.05,0.25,0.4085604046334029,2.2450002941645105e-20
0.45,0.05,0.2,0.15,0.1,0.05,0.40841984268695697,2.3195287303541944e-20
0.45,0.05,0.15,0.15,0.05,0.15,0.4083351292763219,2.365617310537867e-20
0.4,0.05,0.2,0.1,0.1,0.15,0.40801555807561923,2.5477483211833253e-20
0.5,0.05,0.15,0.1,0.05,0.15,0.40793554769957874,2.5954696514681783e-20
0.35,0.05,0.3,0.1,0.05,0.15,0.40784483791983545,2.6506385296582618e-20
0.4,0.05,0.25,0.1,0.1,0.1,0.4078101530397003,2.6720376008272968e-20
0.4,0.05,0.25,0.05,0.2,0.05,0.407121922714714,3.1336387056660856e-20
0.4,0.05,0.2,0.15,0.1,0.1,0.40706625054270046,3.174242701247038e-20
0.5,0.05,0.15,0.05,0.05,0.2,0.4070163983759978,3.211041638500022e-20
0.4,0.05,0.15,0.1,0.05,0.25,0.40694203164147075,3.2667188832358546e-20
0.5,0.05,0.2,0.1,0.1,0.05,0.4068244557766059,3.356692976267119e-20
0.6,0.05,0.15,0.1,0.05,0.05,0.406785628942052,3.386937904165561e-20
0.35,0.05,0.25,0.05,0.1,0.2,0.4064913633514438,3.625060135969987e-20
0.5,0.05,0.15,0.1,0.1,0.1,0.406393775383606,3.707614292925686e-20
0.55,0.05,0.1,0.15,0.1,0.05,0.4063018898452141,3.787036528306483e-20
0.4,0.05,0.3,0.05,0.05,0.15,0.4062064770308763,3.8712817262960074e-20
0.4,0.05,0.35,0.05,0.05,0.1,0.40607408660703853,3.9912428473755085e-20
0.35,0.05,0.2,0.1,0.05,0.25,0.4060308186887682,4.0312371330960537e-20
0.25,0.05,0.3,0.05,0.1,0.25,0.40600695078820065,4.0534679286746186e-20
0.55,0.05,0.15,0.1,0.05,0.1,0.40535757928655214,4.7068871701338056e-20
0.55,0.05,0.1,0.1,0.15,0.05,0.4051772179098495,4.9060992322696695e-20
0.45,0.05,0.25,0.05,0.15,0.05,0.4049882147070792,5.123770625091506e-20
0.5,0.05,0.2,0.05,0.15,0.05,0.4049584959755141,5.158852045263837e-20
0.55,0.05,0.2,0.05,0.05,0.1,0.4046945689845793,5.480969866062847e-20
0.6,0.05,0.15,0.05,0.05,0.1,0.4045644712901063,5.646963795609775e-20
0.4,0.1,0.25,0.05,0.15,0.05,0.4045240839805253,5.69949500330491e-20
0.35,0.05,0.25,0.1,0.1,0.15,0.40447922878807935,5.758401948108484e-20
0.45,0.05,0.2,0.1,0.15,0.05,0.4044636499859848,5.779001132078264e-20
0.5,0.1,0.05,0.15,0.15,0.05,0.4043861674910388,5.882536343502505e-20
0.55,0.05,0.15,0.05,0.15,0.05,0.4042222667354172,6.107606162020522e-20
0.45,0.05,0.2,0.05,0.2,0.05,0.40420921581441727,6.125888195373748e-20
0.4,0.05,0.3,0.1,0.05,0.1,0.4042073346005794,6.128527885552094e-20
0.45,0.05,0.15,0.15,0.1,0.1,0.40418769943114696,6.156146632055792e-20
0.4,0.05,0.25,0.15,0.1,0.05,0.40416800547378207,6.183971242595384e-20
0.5,0.05,0.25,0.1,0.05,0.05,0.40414302060249835,6.219449489412056e-20
0.55,0.05,0.1,0.15,0.05,0.1,0.40410498481021456,6.273845269193114e-20
0.25,0.05,0.25,0.05,0.05,0.35,0.4040966957117416,6.28576174188389e-20
0.35,0.05,0.3,0.1,0.1,0.1,0.40406835992830914,6.326666141626133e-20
0.6,0.05,0.2,0.05,0.05,0.05,0.40403570203368133,6.374135148765401e-20
0.65,0.05,0.05,0.1,0.1,0.05,0.4039594258895119,6.486375453677382e-20
0.25,0.1,0.35,0.05,0.2,0.05,0.4039252701007687,6.537264741449592e-20
0.3,0.05,0.35,0.05,0.05,0.2,0.40387383065989024,6.614648391987223e-20
0.35,0.05,0.3,0.05,0.15,0.1,0.40362098376249844,7.008338728404667e-20
0.5,0.1,0.15,0.05,0.15,0.05,0.4035872982772146,7.062500898806143e-20
0.45,0.05,0.3,0.1,0.05,0.05,0.4034493229997958,7.288685209017994e-20
0.5,0.05,0.1,0.15,0.1,0.1,0.40344556057212005,7.29495191456435e-20
