회계년도,부실여부,컬럼,전체 행 수,이상치_행수_1%,이상치_비율_1%,이상치_행수_2%,이상치_비율_2%,이상치_행수_3%,이상치_비율_3%,이상치_행수_4%,이상치_비율_4%,이상치_행수_5%,이상치_비율_5%
2014,정상,금융비용대매출액_diff_industry,2280,23,1.01,46,2.02,69,3.03,92,4.04,114,5.0
2014,정상,금융비용대매출액_ratio_industry,2280,23,1.01,46,2.02,69,3.03,92,4.04,114,5.0
2014,정상,자기자본비율_diff_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,자기자본비율_ratio_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,부채비율_diff_industry,2280,45,1.97,68,2.98,91,3.99,114,5.0,228,10.0
2014,정상,부채비율_ratio_industry,2280,45,1.97,68,2.98,91,3.99,114,5.0,228,10.0
2014,정상,유동비율_diff_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,유동비율_ratio_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,당좌비율_diff_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,당좌비율_ratio_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,현금비율_diff_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,현금비율_ratio_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,순운전자본대총자본_diff_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,순운전자본대총자본_ratio_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,비유동비율_diff_industry,2280,45,1.97,68,2.98,91,3.99,114,5.0,228,10.0
2014,정상,비유동비율_ratio_industry,2280,45,1.97,68,2.98,91,3.99,114,5.0,228,10.0
2014,정상,비유동장기적합률_diff_industry,2280,46,2.02,69,3.03,92,4.04,184,8.07,228,10.0
2014,정상,비유동장기적합률_ratio_industry,2280,46,2.02,69,3.03,92,4.04,184,8.07,228,10.0
2014,정상,차입금의존도_diff_industry,2280,23,1.01,46,2.02,69,3.03,92,4.04,114,5.0
2014,정상,차입금의존도_ratio_industry,2280,23,1.01,46,2.02,69,3.03,92,4.04,114,5.0
2014,정상,총자산회전율_diff_industry,2280,44,1.93,67,2.94,90,3.95,113,4.96,135,5.92
2014,정상,총자산회전율_ratio_industry,2280,44,1.93,67,2.94,90,3.95,113,4.96,135,5.92
2014,정상,자기자본회전율_diff_industry,2280,43,1.89,66,2.89,89,3.9,112,4.91,134,5.88
2014,정상,자기자본회전율_ratio_industry,2280,43,1.89,66,2.89,89,3.9,112,4.91,134,5.88
2014,정상,비유동자산회전율_diff_industry,2280,44,1.93,67,2.94,90,3.95,113,4.96,135,5.92
2014,정상,비유동자산회전율_ratio_industry,2280,44,1.93,67,2.94,90,3.95,113,4.96,135,5.92
2014,정상,유형자산회전율_diff_industry,2280,44,1.93,67,2.94,90,3.95,113,4.96,135,5.92
2014,정상,유형자산회전율_ratio_industry,2280,44,1.93,67,2.94,90,3.95,113,4.96,135,5.92
2014,정상,재고자산회전율_diff_industry,2280,43,1.89,66,2.89,89,3.9,112,4.91,134,5.88
2014,정상,재고자산회전율_ratio_industry,2280,43,1.89,66,2.89,89,3.9,112,4.91,134,5.88
2014,정상,매출채권회전율_diff_industry,2280,44,1.93,67,2.94,90,3.95,113,4.96,135,5.92
2014,정상,매출채권회전율_ratio_industry,2280,44,1.93,67,2.94,90,3.95,113,4.96,135,5.92
2014,정상,매입채무회전율_diff_industry,2280,43,1.89,66,2.89,89,3.9,112,4.91,134,5.88
2014,정상,매입채무회전율_ratio_industry,2280,43,1.89,66,2.89,89,3.9,112,4.91,134,5.88
2014,정상,총자산증가율_diff_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,총자산증가율_ratio_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,유형자산증가율_diff_industry,2280,46,2.02,92,4.04,138,6.05,180,7.89,228,10.0
2014,정상,유형자산증가율_ratio_industry,2280,46,2.02,92,4.04,138,6.05,180,7.89,228,10.0
2014,정상,자기자본증가율_diff_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,자기자본증가율_ratio_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,매출액증가율_diff_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,정상,매출액증가율_ratio_industry,2280,46,2.02,92,4.04,138,6.05,184,8.07,228,10.0
2014,부실,부채비율,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,총부채비율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,장기부채비율,99,1,1.01,1,1.01,1,1.01,1,1.01,1,1.01
2014,부실,장기부채의존도,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,차입금의존도,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,순차입금비율,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,금융부채비율,99,1,1.01,1,1.01,1,1.01,1,1.01,1,1.01
2014,부실,자기자본비율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,자본잠식률,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,유동비율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,당좌비율_추정,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,현금비율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,순운전자본비율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,순운전자본회전율,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,금융비용부담률,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,비유동비율,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,비유동장기적합률,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,유형자산비율,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,유형자산부채비율,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,ROA,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,ROE,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,ROIC,99,2,2.02,3,3.03,4,4.04,5,5.05,10,10.1
2014,부실,총자본영업이익률,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,매출총이익률,99,1,1.01,1,1.01,1,1.01,8,8.08,10,10.1
2014,부실,영업이익률,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,순이익률,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,EBITDA마진,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,영업현금흐름비율,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,현금ROA,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,현금ROE,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매출원가율,99,1,1.01,1,1.01,1,1.01,8,8.08,10,10.1
2014,부실,판관비율,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,감가상각비율,99,1,1.01,1,1.01,1,1.01,4,4.04,5,5.05
2014,부실,총자산회전율,99,1,1.01,2,2.02,6,6.06,8,8.08,10,10.1
2014,부실,유동자산회전율,99,1,1.01,2,2.02,6,6.06,8,8.08,10,10.1
2014,부실,비유동자산회전율,99,1,1.01,2,2.02,3,3.03,8,8.08,10,10.1
2014,부실,유형자산회전율,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,자기자본회전율,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,투하자본회전율,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,매출채권회전율,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매출채권회수기간,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,재고자산회전율,99,1,1.01,1,1.01,4,4.04,5,5.05,6,6.06
2014,부실,재고자산보유기간,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매입채무회전율,99,1,1.01,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매입채무지급기간,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,현금전환주기_CCC,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,영업CF_유동부채,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업CF_총부채,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,매출액증가율,99,1,1.01,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업이익증가율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,순이익증가율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,EBITDA증가율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,총자산증가율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,유형자산증가율,99,1,1.01,2,2.02,3,3.03,8,8.08,10,10.1
2014,부실,자기자본증가율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,부채증가율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업현금흐름증가율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,FCF증가율,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,ROA변화,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업이익률변화,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,부채비율변화,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,유동비율변화,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,종업원_diff,99,1,1.01,1,1.01,3,3.03,4,4.04,5,5.05
2014,부실,종업원_ratio,99,1,1.01,1,1.01,3,3.03,4,4.04,5,5.05
2014,부실,부채비율_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,부채비율_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,총부채비율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,총부채비율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,장기부채비율_diff,99,1,1.01,1,1.01,1,1.01,1,1.01,1,1.01
2014,부실,장기부채비율_ratio,99,1,1.01,1,1.01,1,1.01,1,1.01,1,1.01
2014,부실,장기부채의존도_diff,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,장기부채의존도_ratio,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,차입금의존도_diff,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,차입금의존도_ratio,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,순차입금비율_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,순차입금비율_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,금융부채비율_diff,99,1,1.01,1,1.01,1,1.01,1,1.01,1,1.01
2014,부실,금융부채비율_ratio,99,1,1.01,1,1.01,1,1.01,1,1.01,1,1.01
2014,부실,자기자본비율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,자기자본비율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,자본잠식률_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,자본잠식률_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,유동비율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,유동비율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,당좌비율_추정_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,당좌비율_추정_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,현금비율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,현금비율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,순운전자본비율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,순운전자본비율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,순운전자본회전율_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,순운전자본회전율_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,금융비용부담률_diff,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,금융비용부담률_ratio,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,비유동비율_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,비유동비율_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,비유동장기적합률_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,비유동장기적합률_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,유형자산비율_diff,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,유형자산비율_ratio,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,유형자산부채비율_diff,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,유형자산부채비율_ratio,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,ROA_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,ROA_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,ROE_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,ROE_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,ROIC_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,10,10.1
2014,부실,ROIC_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,10,10.1
2014,부실,총자본영업이익률_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,총자본영업이익률_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,매출총이익률_diff,99,1,1.01,1,1.01,1,1.01,8,8.08,10,10.1
2014,부실,매출총이익률_ratio,99,1,1.01,1,1.01,1,1.01,8,8.08,10,10.1
2014,부실,영업이익률_diff,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,영업이익률_ratio,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,순이익률_diff,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,순이익률_ratio,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,EBITDA마진_diff,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,EBITDA마진_ratio,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,영업현금흐름비율_diff,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,영업현금흐름비율_ratio,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,현금ROA_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,현금ROA_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,현금ROE_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,현금ROE_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매출원가율_diff,99,1,1.01,1,1.01,1,1.01,8,8.08,10,10.1
2014,부실,매출원가율_ratio,99,1,1.01,1,1.01,1,1.01,8,8.08,10,10.1
2014,부실,판관비율_diff,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,판관비율_ratio,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,감가상각비율_diff,99,1,1.01,1,1.01,1,1.01,4,4.04,5,5.05
2014,부실,감가상각비율_ratio,99,1,1.01,1,1.01,1,1.01,4,4.04,5,5.05
2014,부실,총자산회전율_diff,99,1,1.01,2,2.02,6,6.06,8,8.08,10,10.1
2014,부실,총자산회전율_ratio,99,1,1.01,2,2.02,6,6.06,8,8.08,10,10.1
2014,부실,유동자산회전율_diff,99,1,1.01,2,2.02,6,6.06,8,8.08,10,10.1
2014,부실,유동자산회전율_ratio,99,1,1.01,2,2.02,6,6.06,8,8.08,10,10.1
2014,부실,비유동자산회전율_diff,99,1,1.01,2,2.02,3,3.03,8,8.08,10,10.1
2014,부실,비유동자산회전율_ratio,99,1,1.01,2,2.02,3,3.03,8,8.08,10,10.1
2014,부실,유형자산회전율_diff,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,유형자산회전율_ratio,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,자기자본회전율_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,자기자본회전율_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,투하자본회전율_diff,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,투하자본회전율_ratio,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,매출채권회전율_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매출채권회전율_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매출채권회수기간_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매출채권회수기간_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,재고자산회전율_diff,99,1,1.01,1,1.01,4,4.04,5,5.05,6,6.06
2014,부실,재고자산회전율_ratio,99,1,1.01,1,1.01,4,4.04,5,5.05,6,6.06
2014,부실,재고자산보유기간_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,재고자산보유기간_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매입채무회전율_diff,99,1,1.01,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매입채무회전율_ratio,99,1,1.01,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매입채무지급기간_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매입채무지급기간_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,현금전환주기_CCC_diff,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,현금전환주기_CCC_ratio,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,영업CF_유동부채_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업CF_유동부채_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업CF_총부채_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업CF_총부채_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,매출액증가율_diff,99,1,1.01,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,매출액증가율_ratio,99,1,1.01,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업이익증가율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업이익증가율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,순이익증가율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,순이익증가율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,EBITDA증가율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,EBITDA증가율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,총자산증가율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,총자산증가율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,유형자산증가율_diff,99,1,1.01,2,2.02,3,3.03,8,8.08,10,10.1
2014,부실,유형자산증가율_ratio,99,1,1.01,2,2.02,3,3.03,8,8.08,10,10.1
2014,부실,자기자본증가율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,자기자본증가율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,부채증가율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,부채증가율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업현금흐름증가율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업현금흐름증가율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,FCF증가율_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,FCF증가율_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,ROA변화_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,ROA변화_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업이익률변화_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,영업이익률변화_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,부채비율변화_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,부채비율변화_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,유동비율변화_diff,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,유동비율변화_ratio,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,업력_diff,99,0,0.0,2,2.02,3,3.03,4,4.04,10,10.1
2014,부실,업력_ratio,99,0,0.0,2,2.02,3,3.03,4,4.04,10,10.1
2014,부실,매출액영업이익률_diff_industry,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,매출액영업이익률_ratio_industry,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,EBIT대매출액_diff_industry,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,EBIT대매출액_ratio_industry,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,EBITDA대매출액_diff_industry,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,EBITDA대매출액_ratio_industry,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,매출원가대매출액_diff_industry,99,1,1.01,1,1.01,1,1.01,8,8.08,10,10.1
2014,부실,매출원가대매출액_ratio_industry,99,1,1.01,1,1.01,1,1.01,8,8.08,10,10.1
2014,부실,매출액순이익률_diff_industry,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,매출액순이익률_ratio_industry,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,사내유보율_diff_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,사내유보율_ratio_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,금융비용대매출액_diff_industry,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,금융비용대매출액_ratio_industry,99,2,2.02,3,3.03,4,4.04,8,8.08,10,10.1
2014,부실,자기자본비율_diff_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,자기자본비율_ratio_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,부채비율_diff_industry,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,부채비율_ratio_industry,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,유동비율_diff_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,유동비율_ratio_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,당좌비율_diff_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,당좌비율_ratio_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,현금비율_diff_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,현금비율_ratio_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,순운전자본대총자본_diff_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,순운전자본대총자본_ratio_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,비유동비율_diff_industry,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,비유동비율_ratio_industry,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,비유동장기적합률_diff_industry,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,비유동장기적합률_ratio_industry,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,차입금의존도_diff_industry,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,차입금의존도_ratio_industry,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,총자산회전율_diff_industry,99,1,1.01,2,2.02,6,6.06,8,8.08,10,10.1
2014,부실,총자산회전율_ratio_industry,99,1,1.01,2,2.02,6,6.06,8,8.08,10,10.1
2014,부실,자기자본회전율_diff_industry,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,자기자본회전율_ratio_industry,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,비유동자산회전율_diff_industry,99,1,1.01,2,2.02,3,3.03,8,8.08,10,10.1
2014,부실,비유동자산회전율_ratio_industry,99,1,1.01,2,2.02,3,3.03,8,8.08,10,10.1
2014,부실,유형자산회전율_diff_industry,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,유형자산회전율_ratio_industry,99,1,1.01,2,2.02,3,3.03,4,4.04,5,5.05
2014,부실,재고자산회전율_diff_industry,99,1,1.01,1,1.01,4,4.04,5,5.05,6,6.06
2014,부실,재고자산회전율_ratio_industry,99,1,1.01,1,1.01,4,4.04,5,5.05,6,6.06
2014,부실,매출채권회전율_diff_industry,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매출채권회전율_ratio_industry,99,2,2.02,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매입채무회전율_diff_industry,99,1,1.01,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,매입채무회전율_ratio_industry,99,1,1.01,3,3.03,4,4.04,5,5.05,6,6.06
2014,부실,총자산증가율_diff_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,총자산증가율_ratio_industry,99,2,2.02,4,4.04,6,6.06,8,8.08,10,10.1
2014,부실,유형자산증가율_diff_industry,99,1,1.01,2,2.02,3,3.03,8,8.08,10,10.1
