사업자등록번호,연도,생애주기,부실라벨_ICR3년,V1_PD값,V2_PD차이,V3_생애주기점수,V4_포터5F,V5_산업민감도,V6_기업민감도,V1_PD값_s,V2_PD차이_s,V3_생애주기점수_s,V4_포터5F_s,V5_산업민감도_s,V6_기업민감도_s,최종스코어
8110041,2015,도입기,0,0.0014,0.0007,84.3,-0.2381067415597067,2.659061,29.512022074561727,0.0014111480697510332,0.5013387935107891,0.843,1.0,1.0,0.11322510418511146,0.2789210265587233
8110041,2016,성장기,0,0.0021,0.0007,0.9,-1.46537003802111,0.499253,3.368931551783611,0.0021167221046265497,0.5013387935107891,0.009000000000000001,0.5626178608641106,0.10345995596600817,0.012925058440162467,0.150836611896002
8110041,2017,성장기,0,0.0005,-0.0016,2.4,-2.06638349452693,0.250013,7.710518731766321,0.0005039814534825119,0.5001312542657637,0.024,0.34842376574701805,0.0,0.02958190290843749,0.14691925832567757
8110041,2018,성장기,0,0.6376,0.6371,7.8,-2.327327148612646,0.941866,11.27990194080956,0.642677149480899,0.8354596524387042,0.078,0.25542653039660407,0.2871893793730968,0.04327612543489668,0.6070460206765914
8110041,2019,성숙기,0,0.8185,0.1809,0.0,-1.4532576851219212,0.585123,1.006926281960902,0.8250176393508719,0.5959468682732189,0.0,0.5669345603338096,0.13910474179011792,0.0038630373907914068,0.6338159753400838
8110041,2020,성장기,1,0.9334,0.1149,0.1,-3.044035897437074,0.743401,5.22906648155333,0.9408325773611531,0.5612957421116187,0.001,0.0,0.20480621390690432,0.020061614020120504,0.6818884531342397
1018106586,2015,조정기,1,0.9196,0.2011,47.6,-0.2381067415597067,2.659061,48.7731223223143,0.9269226892450357,0.6065522129469207,0.47600000000000003,1.0,1.0,0.18712184696938186,0.7762256151534774
1018116269,2015,성숙기,0,0.0382,-0.0325,6.1,-0.2381067415597067,2.659061,3.793878349095128,0.0385041830460639,0.48390822701737807,0.061,1.0,1.0,0.014555400620723658,0.19389844026737688
1018116269,2016,성장기,0,0.0077,-0.0305,0.9,-1.46537003802111,0.499253,6.552423924797851,0.007761314383630683,0.48495826114348717,0.009000000000000001,0.5626178608641106,0.10345995596600817,0.025138780087334167,0.1495536503296801
1018116269,2017,조정기,0,0.0153,0.0076,34.2,-2.06638349452693,0.250013,9.755775468610032,0.015421832476564862,0.5049614112458656,0.342,0.34842376574701805,0.0,0.037428693022515794,0.19725244381040802
1018116269,2018,조정기,0,0.0011,-0.0142,44.1,-2.327327148612646,0.941866,4.00986513185828,0.0011087591976615262,0.49351603927127635,0.441,0.25542653039660407,0.2871893793730968,0.015384051088524066,0.20198859558434878
1018116269,2019,성장기,0,0.0059,0.0048,0.5,-1.4532576851219212,0.585123,5.34951792910466,0.00594698115109364,0.5034913634693128,0.005,0.5669345603338096,0.13910474179011792,0.020523735577207165,0.15376746688177748
1018116269,2020,성숙기,0,0.0015,-0.0044,0.0,-3.044035897437074,0.743401,1.0868164044233224,0.0015119443604475356,0.4986612064892109,0.0,0.0,0.20480621390690432,0.004169542198651394,0.14218862011845798
1018116269,2021,도입기,0,0.0068,0.0053,88.9,-0.8731170387990218,0.914785,4.999802523789789,0.0068541477673621605,0.50375387200084,0.889,0.7736898325072794,0.2759480093381286,0.019182024614601834,0.2724887741550982
1018116269,2022,성숙기,0,0.0027,-0.0041,0.0,-0.5694733102506749,2.112482,6.634288545546118,0.002721499848805564,0.4988187116081273,0.0,0.8819048699084652,0.7731141098060312,0.02545286021488412,0.16501832676272313
1018116269,2023,도입기,0,0.0024,-0.0003,100.0,-1.2913906244043545,2.14683,7.058951444691892,0.0024191109767160565,0.5008137764477346,1.0,0.6246220683660477,0.7873720241356752,0.02708211319755625,0.28976867510595655
1018116269,2024,조정기,0,0.001,-0.0014,46.4,-0.8701861742565196,2.416632,7.075296529628663,0.0010079629069650238,0.5002362576783745,0.46399999999999997,0.7747343580030008,0.899367301938359,0.027144822415712186,0.22431745622763033
1018116478,2015,성숙기,0,0.0007,-0.0345,6.1,-0.2381067415597067,2.659061,56.55823968207929,0.0007055740348755166,0.48285819289126897,0.061,1.0,1.0,0.21699006880925512,0.1744327757486576
1018116478,2016,성숙기,0,0.0309,0.0302,0.0,-1.46537003802111,0.499253,6.763228223739763,0.031146053825219233,0.5168267968708983,0.0,0.5626178608641106,0.10345995596600817,0.025947547543832227,0.17022414864431748
1018116478,2017,쇠퇴기,0,0.0081,-0.0228,100.0,-2.06638349452693,0.250013,14.465788226649808,0.008164499546416692,0.4890008925290072,1.0,0.34842376574701805,0.0,0.055499031518994414,0.27304704555036025
1018116478,2018,조정기,0,0.2986,0.2905,44.1,-2.327327148612646,0.941866,9.93970437754848,0.30097772401975603,0.6534887383839975,0.441,0.25542653039660407,0.2871893793730968,0.03813435090807723,0.41312144625647723
1018116478,2019,쇠퇴기,0,0.6423,0.3437,100.0,-1.4532576851219212,0.585123,4.27360136464547,0.6474145751436348,0.6814196461384995,1.0,0.5669345603338096,0.13910474179011792,0.01639589611847979,0.6866358712989984
1018116478,2020,성장기,1,0.8967,0.2544,0.1,-3.044035897437074,0.743401,2.963484827374627,0.9038403386755368,0.6345356224077283,0.001,0.0,0.20480621390690432,0.011369529839979221,0.6815074111239803
1018117953,2015,성숙기,0,0.0025,0.0002,6.1,-0.2381067415597067,2.659061,26.16631570718666,0.002519907267412559,0.5010762849792618,0.061,1.0,1.0,0.10038903564897167,0.1794240061397591
1018117953,2016,성장기,0,0.0023,-0.0002,0.9,-1.46537003802111,0.499253,0.2930327101061958,0.0023183146860195547,0.5008662781540401,0.009000000000000001,0.5626178608641106,0.10345995596600817,0.0011241279320315537,0.15071102354690472
1018117953,2017,성숙기,0,0.0017,-0.0006,0.0,-2.06638349452693,0.250013,1.657429612050172,0.0017135369418405401,0.5006562713288182,0.0,0.34842376574701805,0.0,0.006358745146090954,0.1444596199371314
1018117953,2018,성숙기,0,0.0162,0.0145,0.0,-2.327327148612646,0.941866,1.2340193921409726,0.016328999092833384,0.5085840289809419,0.0,0.25542653039660407,0.2871893793730968,0.004734298166925665,0.1581687476216935
1018117953,2019,성숙기,0,0.1829,0.1667,0.0,-1.4532576851219212,0.585123,12.045950998029282,0.18435641568390285,0.5884916259778442,0.0,0.5669345603338096,0.13910474179011792,0.046215133560774835,0.2760388625488168
1018117953,2020,성숙기,0,0.0278,-0.1551,0.0,-3.044035897437074,0.743401,1.8309425595210893,0.028021368813627656,0.41954113508689034,0.0,0.0,0.20480621390690432,0.007024441367182743,0.13506356774203723
1018117953,2021,성장기,0,0.2982,0.2704,0.0,-0.8731170387990218,0.914785,1.8667955690043303,0.3005745388569701,0.6429358954166011,0.0,0.7736898325072794,0.2759480093381286,0.00716199428917297,0.3605411238379768
1018117953,2022,조정기,0,0.4712,0.173,48.5,-0.5694733102506749,2.112482,0.174062794150671,0.4749521217619192,0.5917992334750879,0.485,0.8819048699084652,0.7731141098060312,0.0006676903887267523,0.5149668320022477
1018117953,2023,성장기,0,0.0368,-0.4344,19.4,-1.2913906244043545,2.14683,0.1996999663827996,0.037093034976312875,0.2729038693757547,0.19399999999999998,0.6246220683660477,0.7873720241356752,0.0007660494387179231,0.1427690262117355
1018117953,2024,조정기,0,0.0083,-0.0285,46.4,-0.8701861742565196,2.416632,0.5054687857207022,0.008366092127809697,0.48600829526959627,0.46399999999999997,0.7747343580030008,0.899367301938359,0.0019391558294963784,0.2242432786091697
1018118781,2015,조정기,0,0.0043,0.0035,47.6,-0.2381067415597067,2.659061,14.933830088718087,0.004334240499949602,0.5028088412873418,0.47600000000000003,1.0,1.0,0.05729471134250638,0.23355012944642697
1018118781,2016,성숙기,0,0.0008,-0.0035,0.0,-1.46537003802111,0.499253,0.2127135280329302,0.000806370325572019,0.49913372184596005,0.0,0.5626178608641106,0.10345995596600817,0.0008159770028548241,0.1482385746539272
1018118781,2017,성숙기,0,0.0003,-0.0005,0.0,-2.06638349452693,0.250013,3.094083840012207,0.00030238887208950706,0.5007087730351237,0.0,0.34842376574701805,0.0,0.011870583337475296,0.1437397304813613
1018118781,2018,성장기,0,0.0002,-0.0001,7.8,-2.327327148612646,0.941866,1.3264014059946398,0.00020159258139300476,0.5009187798603455,0.078,0.25542653039660407,0.2871893793730968,0.005088729109490014,0.15705443671868524
1018118781,2019,조정기,0,0.0011,0.0009,43.2,-1.4532576851219212,0.585123,2.6923085834199525,0.0011087591976615262,0.5014437969234,0.43200000000000005,0.5669345603338096,0.13910474179011792,0.01032914061553389,0.2049817604899646
1018118781,2020,성장기,0,0.0007,-0.0004,0.1,-3.044035897437074,0.743401,0.9432305352664988,0.0007055740348755166,0.5007612747414292,0.001,0.0,0.20480621390690432,0.003618663593376715,0.14244411057407147
1018118781,2021,도입기,0,0.0006,-0.0001,88.9,-0.8731170387990218,0.914785,1.109137131370454,0.0006047777441790141,0.5009187798603455,0.889,0.7736898325072794,0.2759480093381286,0.004255177442575872,0.2680957020915059
1018118781,2022,성숙기,0,0.0061,0.0055,0.0,-0.5694733102506749,2.112482,2.653990663879583,0.006148573732486645,0.5038588754134509,0.0,0.8819048699084652,0.7731141098060312,0.010182130870094584,0.16817899504813844
