회사명,사업자등록번호,회계년도
디에프에스서울(주),1018163684,2016
디에프에스서울(주),1018163684,2017
디에프에스서울(주),1018163684,2018
(주)엑시온그룹,1018168210,2012
(주)케이지티시,1018170486,2012
(주)케이지티시,1018170486,2019
(주)케이지티시,1018170486,2020
(주)케이지티시,1018170486,2021
주식회사켄트피엘티,1018171092,2019
주식회사켄트피엘티,1018171092,2020
주식회사켄트피엘티,1018171092,2021
주식회사피케이엠갤러리,1018173727,2018
주식회사피케이엠갤러리,1018173727,2019
주식회사피케이엠갤러리,1018173727,2020
삼아프로사운드주식회사,1018181154,2013
삼아프로사운드주식회사,1018181154,2014
삼아프로사운드주식회사,1018181154,2015
삼아프로사운드주식회사,1018181154,2016
삼아프로사운드주식회사,1018181154,2017
삼아프로사운드주식회사,1018181154,2018
삼아프로사운드주식회사,1018181154,2019
개미플러스유통주식회사,1018182546,2012
(주)케이아이씨에이,1018185747,2012
주식회사갤러리서미,1018188569,2012
주식회사루첸리,1018197791,2012
주식회사루첸리,1018197791,2013
주식회사루첸리,1018197791,2015
주식회사루첸리,1018197791,2016
주식회사루첸리,1018197791,2017
주식회사루첸리,1018197791,2018
주식회사루첸리,1018197791,2019
주식회사루첸리,1018197791,2020
주식회사루첸리,1018197791,2021
관문스틸주식회사,1018602042,2012
관문스틸주식회사,1018602042,2013
관문스틸주식회사,1018602042,2014
관문스틸주식회사,1018602042,2015
관문스틸주식회사,1018602042,2016
관문스틸주식회사,1018602042,2017
관문스틸주식회사,1018602042,2018
관문스틸주식회사,1018602042,2019
관문스틸주식회사,1018602042,2020
관문스틸주식회사,1018602042,2021
구로다일렉트릭코리아(주),1018604088,2012
구로다일렉트릭코리아(주),1018604088,2013
구로다일렉트릭코리아(주),1018604088,2014
구로다일렉트릭코리아(주),1018604088,2015
구로다일렉트릭코리아(주),1018604088,2016
구로다일렉트릭코리아(주),1018604088,2017
아쿠쉬네트코리아,1018605258,2012
아쿠쉬네트코리아,1018605258,2013
아쿠쉬네트코리아,1018605258,2014
아쿠쉬네트코리아,1018605258,2015
아쿠쉬네트코리아,1018605258,2016
아쿠쉬네트코리아,1018605258,2017
아쿠쉬네트코리아,1018605258,2018
아쿠쉬네트코리아,1018605258,2019
아쿠쉬네트코리아,1018605258,2020
아쿠쉬네트코리아,1018605258,2021
(주)카이온인터네쇼날,1018606164,2012
(주)카이온인터네쇼날,1018606164,2013
(주)카이온인터네쇼날,1018606164,2014
(주)카이온인터네쇼날,1018606164,2015
(주)카이온인터네쇼날,1018606164,2016
(주)카이온인터네쇼날,1018606164,2017
(주)카이온인터네쇼날,1018606164,2018
주식회사삼성금거래소,1018607218,2016
주식회사삼성금거래소,1018607218,2017
주식회사삼성금거래소,1018607218,2018
주식회사삼성금거래소,1018607218,2019
주식회사삼성금거래소,1018607218,2020
주식회사삼성금거래소,1018607218,2021
본아이에프주식회사,1018607256,2012
본아이에프주식회사,1018607256,2013
본아이에프주식회사,1018607256,2014
본아이에프주식회사,1018607256,2015
본아이에프주식회사,1018607256,2016
본아이에프주식회사,1018607256,2017
본아이에프주식회사,1018607256,2018
본아이에프주식회사,1018607256,2019
본아이에프주식회사,1018607256,2020
본아이에프주식회사,1018607256,2021
서한글로비즈주식회사,1018608274,2012
서한글로비즈주식회사,1018608274,2013
서한글로비즈주식회사,1018608274,2014
서한글로비즈주식회사,1018608274,2015
서한글로비즈주식회사,1018608274,2016
서한글로비즈주식회사,1018608274,2017
서한글로비즈주식회사,1018608274,2018
서한글로비즈주식회사,1018608274,2019
서한글로비즈주식회사,1018608274,2020
서한글로비즈주식회사,1018608274,2021
롱샴코리아주식회사,1018608916,2012
롱샴코리아주식회사,1018608916,2013
롱샴코리아주식회사,1018608916,2014
롱샴코리아주식회사,1018608916,2015
보령컨슈머헬스케어주식회사,1018610616,2012
보령컨슈머헬스케어주식회사,1018610616,2013
보령컨슈머헬스케어주식회사,1018610616,2014
보령컨슈머헬스케어주식회사,1018610616,2015
보령컨슈머헬스케어주식회사,1018610616,2016
보령컨슈머헬스케어주식회사,1018610616,2017
최메디칼주식회사,1018614757,2012
최메디칼주식회사,1018614757,2013
최메디칼주식회사,1018614757,2014
최메디칼주식회사,1018614757,2015
최메디칼주식회사,1018614757,2016
최메디칼주식회사,1018614757,2017
최메디칼주식회사,1018614757,2018
최메디칼주식회사,1018614757,2019
최메디칼주식회사,1018614757,2020
최메디칼주식회사,1018614757,2021
청하고려인삼(주),1018614887,2012
청하고려인삼(주),1018614887,2013
청하고려인삼(주),1018614887,2014
청하고려인삼(주),1018614887,2015
청하고려인삼(주),1018614887,2016
청하고려인삼(주),1018614887,2017
청하고려인삼(주),1018614887,2018
청하고려인삼(주),1018614887,2019
청하고려인삼(주),1018614887,2020
청하고려인삼(주),1018614887,2021
내트럭(주),1018614946,2012
내트럭(주),1018614946,2013
내트럭(주),1018614946,2014
내트럭(주),1018614946,2015
내트럭(주),1018614946,2016
내트럭(주),1018614946,2017
내트럭(주),1018614946,2018
내트럭(주),1018614946,2019
내트럭(주),1018614946,2020
내트럭(주),1018614946,2021
(주)에이씨아이케미칼아시아,1018616997,2012
(주)원앤제이,1018617259,2012
(주)원앤제이,1018617259,2013
(주)원앤제이,1018617259,2014
(주)원앤제이,1018617259,2015
(주)원앤제이,1018617259,2016
(주)원앤제이,1018617259,2017
(주)원앤제이,1018617259,2018
(주)원앤제이,1018617259,2019
(주)원앤제이,1018617259,2020
(주)원앤제이,1018617259,2021
(주)케이옥션,1018617910,2012
(주)케이옥션,1018617910,2013
(주)케이옥션,1018617910,2014
(주)케이옥션,1018617910,2015
(주)케이옥션,1018617910,2016
(주)케이옥션,1018617910,2017
(주)케이옥션,1018617910,2018
(주)케이옥션,1018617910,2019
(주)케이옥션,1018617910,2020
(주)케이옥션,1018617910,2021
(주)쎄그네,1018624560,2019
(주)쎄그네,1018624560,2020
(주)쎄그네,1018624560,2021
(주)토즈코리아,1018624901,2012
(주)토즈코리아,1018624901,2013
(주)토즈코리아,1018624901,2014
(주)토즈코리아,1018624901,2015
(주)토즈코리아,1018624901,2016
(주)토즈코리아,1018624901,2017
(주)토즈코리아,1018624901,2018
(주)토즈코리아,1018624901,2019
(주)토즈코리아,1018624901,2020
(주)토즈코리아,1018624901,2021
(주)미래아스팔트,1018626796,2021
니프로메디칼코리아주식회사,1018628038,2017
니프로메디칼코리아주식회사,1018628038,2018
니프로메디칼코리아주식회사,1018628038,2019
니프로메디칼코리아주식회사,1018628038,2020
니프로메디칼코리아주식회사,1018628038,2021
주식회사씨앤케이마이닝,1018629930,2012
주식회사디디고,1018630174,2016
주식회사디디고,1018630174,2017
주식회사디디고,1018630174,2018
주식회사디디고,1018630174,2019
(주)엘케이피앤피,1018635733,2017
(주)엘케이피앤피,1018635733,2018
(주)엘케이피앤피,1018635733,2019
(주)엘케이피앤피,1018635733,2021
주식회사기타네트,1018637857,2012
주식회사기타네트,1018637857,2013
주식회사기타네트,1018637857,2014
주식회사기타네트,1018637857,2015
주식회사기타네트,1018637857,2016
주식회사기타네트,1018637857,2017
주식회사기타네트,1018637857,2018
주식회사기타네트,1018637857,2019
주식회사기타네트,1018637857,2021
(주)대명코퍼레이션,1018641759,2012
(주)대명코퍼레이션,1018641759,2013
(주)대명코퍼레이션,1018641759,2014
주식회사아른,1018647923,2019
주식회사아른,1018647923,2020
주식회사아른,1018647923,2021
(주)빈다코리아,1018651112,2013
(주)빈다코리아,1018651112,2014
(주)빈다코리아,1018651112,2015
주식회사신한메탈,1018652746,2021
(주)불리온뱅크,1018653217,2021
주식회사골드뱅크코리아,1018653430,2020
주식회사골드뱅크코리아,1018653430,2021
프라임벙커주식회사,1018654536,2018
프라임벙커주식회사,1018654536,2019
프라임벙커주식회사,1018654536,2021
한국화장품(주),1018655141,2012
대성산업(주),1018656344,2012
대성산업(주),1018656344,2013
(주)앤드스타일,1018657004,2020
(주)앤드스타일,1018657004,2021
대성히트에너시스(주),1018658094,2018
대성히트에너시스(주),1018658094,2019
대성히트에너시스(주),1018658094,2020
주식회사안이포인터내셔널,1018666390,2019
주식회사안이포인터내셔널,1018666390,2020
주식회사안이포인터내셔널,1018666390,2021
코티코리아주식회사,1018668796,2018
코티코리아주식회사,1018668796,2019
코티코리아주식회사,1018668796,2020
코티코리아주식회사,1018668796,2021
주식회사머스트잇,1018675400,2020
주식회사머스트잇,1018675400,2021
(주)에스비,1018676845,2020
(주)에스비,1018676845,2021
(주)한국금은,1018677387,2021
에스케이트레이딩인터내셔널주식회사,1018680937,2013
에스케이트레이딩인터내셔널주식회사,1018680937,2014
에스케이트레이딩인터내셔널주식회사,1018680937,2015
에스케이트레이딩인터내셔널주식회사,1018680937,2016
에스케이트레이딩인터내셔널주식회사,1018680937,2017
에스케이트레이딩인터내셔널주식회사,1018680937,2018
에스케이트레이딩인터내셔널주식회사,1018680937,2019
에스케이트레이딩인터내셔널주식회사,1018680937,2020
에스케이트레이딩인터내셔널주식회사,1018680937,2021
에스앤와이글로벌(주),1018689582,2019
에스앤와이글로벌(주),1018689582,2020
에스앤와이글로벌(주),1018689582,2021
한국교육시스템주식회사,1018691375,2021
주식회사인터코스코리아,1018692296,2017
주식회사인터코스코리아,1018692296,2018
주식회사인터코스코리아,1018692296,2019
브라이트게인코리아주식회사,1018701341,2018
브라이트게인코리아주식회사,1018701341,2019
퀀텀리커주식회사,1018801464,2020
퀀텀리커주식회사,1018801464,2021
에스앤에스아이앤씨(주),1028100663,2012
에스앤에스아이앤씨(주),1028100663,2013
에스앤에스아이앤씨(주),1028100663,2014
에스앤에스아이앤씨(주),1028100663,2015
에스앤에스아이앤씨(주),1028100663,2016
에스앤에스아이앤씨(주),1028100663,2017
에스앤에스아이앤씨(주),1028100663,2018
에스앤에스아이앤씨(주),1028100663,2019
에스앤에스아이앤씨(주),1028100663,2020
에스앤에스아이앤씨(주),1028100663,2021
주식회사이퍼블릭코리아,1028101245,2012
주식회사이퍼블릭코리아,1028101245,2013
주식회사이퍼블릭코리아,1028101245,2014
고려농상(주),1028102263,2012
고려농상(주),1028102263,2013
고려농상(주),1028102263,2014
고려농상(주),1028102263,2015
고려농상(주),1028102263,2016
고려농상(주),1028102263,2017
고려농상(주),1028102263,2018
고려농상(주),1028102263,2019
고려농상(주),1028102263,2020
고려농상(주),1028102263,2021
주식회사동화면세점,1028106181,2012
주식회사동화면세점,1028106181,2013
주식회사동화면세점,1028106181,2014
주식회사동화면세점,1028106181,2015
주식회사동화면세점,1028106181,2016
주식회사동화면세점,1028106181,2017
(주)교보문고,1028111670,2012
(주)교보문고,1028111670,2013
(주)교보문고,1028111670,2014
(주)교보문고,1028111670,2015
(주)교보문고,1028111670,2016
(주)교보문고,1028111670,2017
(주)교보문고,1028111670,2018
(주)교보문고,1028111670,2019
(주)교보문고,1028111670,2020
(주)교보문고,1028111670,2021
주식회사씨스텍코리아,1028119274,2012
주식회사씨스텍코리아,1028119274,2013
주식회사씨스텍코리아,1028119274,2014
주식회사씨스텍코리아,1028119274,2015
주식회사씨스텍코리아,1028119274,2016
주식회사씨스텍코리아,1028119274,2017
주식회사씨스텍코리아,1028119274,2018
주식회사씨스텍코리아,1028119274,2019
부루벨코리아(주),1028126377,2012
부루벨코리아(주),1028126377,2013
부루벨코리아(주),1028126377,2014
부루벨코리아(주),1028126377,2015
부루벨코리아(주),1028126377,2016
부루벨코리아(주),1028126377,2017
부루벨코리아(주),1028126377,2018
부루벨코리아(주),1028126377,2019
부루벨코리아(주),1028126377,2020
부루벨코리아(주),1028126377,2021
브리티쉬아메리칸토바코코리아(주),1028127250,2012
브리티쉬아메리칸토바코코리아(주),1028127250,2013
브리티쉬아메리칸토바코코리아(주),1028127250,2014
브리티쉬아메리칸토바코코리아(주),1028127250,2015
브리티쉬아메리칸토바코코리아(주),1028127250,2016
브리티쉬아메리칸토바코코리아(주),1028127250,2017
브리티쉬아메리칸토바코코리아(주),1028127250,2018
브리티쉬아메리칸토바코코리아(주),1028127250,2019
브리티쉬아메리칸토바코코리아(주),1028127250,2020
브리티쉬아메리칸토바코코리아(주),1028127250,2021
경일석유주식회사,1028127925,2012
교보핫트랙스(주),1028129258,2012
교보핫트랙스(주),1028129258,2013
교보핫트랙스(주),1028129258,2014
교보핫트랙스(주),1028129258,2015
교보핫트랙스(주),1028129258,2016
교보핫트랙스(주),1028129258,2017
교보핫트랙스(주),1028129258,2018
교보핫트랙스(주),1028129258,2019
교보핫트랙스(주),1028129258,2020
교보핫트랙스(주),1028129258,2021
(주)케이피비오상사,1028132767,2012
(주)케이피비오상사,1028132767,2013
(주)케이피비오상사,1028132767,2014
(주)케이피비오상사,1028132767,2015
(주)케이피비오상사,1028132767,2016
(주)케이피비오상사,1028132767,2017
(주)케이피비오상사,1028132767,2018
(주)케이피비오상사,1028132767,2019
(주)케이피비오상사,1028132767,2020
(주)케이피비오상사,1028132767,2021
주식회사더샘인터내셔날,1028133223,2012
주식회사더샘인터내셔날,1028133223,2013
(주)연일물산,1028136462,2015
(주)연일물산,1028136462,2016
(주)연일물산,1028136462,2017
(주)연일물산,1028136462,2018
(주)연일물산,1028136462,2019
(주)연일물산,1028136462,2020
(주)연일물산,1028136462,2021
솔베이스페셜티폴리머스코리아주식회사,1028137840,2012
솔베이스페셜티폴리머스코리아주식회사,1028137840,2013
솔베이스페셜티폴리머스코리아주식회사,1028137840,2014
솔베이스페셜티폴리머스코리아주식회사,1028137840,2015
솔베이스페셜티폴리머스코리아주식회사,1028137840,2016
솔베이스페셜티폴리머스코리아주식회사,1028137840,2017
솔베이스페셜티폴리머스코리아주식회사,1028137840,2018
솔베이스페셜티폴리머스코리아주식회사,1028137840,2019
솔베이스페셜티폴리머스코리아주식회사,1028137840,2020
솔베이스페셜티폴리머스코리아주식회사,1028137840,2021
주식회사커머스플래닛,1028142192,2012
주식회사커머스플래닛,1028142192,2013
주식회사커머스플래닛,1028142192,2014
주식회사커머스플래닛,1028142192,2015
비피코리아(주),1028142213,2012
비피코리아(주),1028142213,2013
비피코리아(주),1028142213,2014
비피코리아(주),1028142213,2015
비피코리아(주),1028142213,2016
비피코리아(주),1028142213,2017
비피코리아(주),1028142213,2018
비피코리아(주),1028142213,2019
비피코리아(주),1028142213,2020
비피코리아(주),1028142213,2021
풍림무약(주),1048102314,2012
풍림무약(주),1048102314,2013
풍림무약(주),1048102314,2014
풍림무약(주),1048102314,2015
풍림무약(주),1048102314,2016
풍림무약(주),1048102314,2017
풍림무약(주),1048102314,2018
풍림무약(주),1048102314,2019
풍림무약(주),1048102314,2020
풍림무약(주),1048102314,2021
주식회사디앤비컴퍼니,1048104200,2012
주식회사디앤비컴퍼니,1048104200,2013
주식회사디앤비컴퍼니,1048104200,2014
주식회사디앤비컴퍼니,1048104200,2015
주식회사디앤비컴퍼니,1048104200,2016
주식회사디앤비컴퍼니,1048104200,2017
창화철강(주),1048106547,2012
창화철강(주),1048106547,2013
창화철강(주),1048106547,2014
창화철강(주),1048106547,2015
창화철강(주),1048106547,2016
창화철강(주),1048106547,2017
창화철강(주),1048106547,2018
창화철강(주),1048106547,2019
창화철강(주),1048106547,2020
창화철강(주),1048106547,2021
주식회사오쎄,1048115876,2014
주식회사오쎄,1048115876,2015
주식회사오쎄,1048115876,2016
주식회사오쎄,1048115876,2017
주식회사오쎄,1048115876,2018
주식회사오쎄,1048115876,2019
주식회사오쎄,1048115876,2020
주식회사오쎄,1048115876,2021
롯데하이마트(주),1048116860,2012
롯데하이마트(주),1048116860,2013
롯데하이마트(주),1048116860,2014
롯데하이마트(주),1048116860,2015
롯데하이마트(주),1048116860,2016
롯데하이마트(주),1048116860,2017
롯데하이마트(주),1048116860,2018
롯데하이마트(주),1048116860,2019
롯데하이마트(주),1048116860,2020
롯데하이마트(주),1048116860,2021
한화커넥트(주),1048118780,2012
한화커넥트(주),1048118780,2013
한화커넥트(주),1048118780,2014
한화커넥트(주),1048118780,2015
한화커넥트(주),1048118780,2016
한화커넥트(주),1048118780,2017
한화커넥트(주),1048118780,2018
한화커넥트(주),1048118780,2019
한화커넥트(주),1048118780,2020
한화커넥트(주),1048118780,2021
주식회사이화교역,1048118801,2017
주식회사이화교역,1048118801,2018
주식회사이화교역,1048118801,2019
주식회사이화교역,1048118801,2020
주식회사이화교역,1048118801,2021
한국신에츠실리콘(주),1048120501,2012
한국신에츠실리콘(주),1048120501,2013
한국신에츠실리콘(주),1048120501,2014
한국신에츠실리콘(주),1048120501,2015
한국신에츠실리콘(주),1048120501,2016
한국신에츠실리콘(주),1048120501,2017
한국신에츠실리콘(주),1048120501,2018
한국신에츠실리콘(주),1048120501,2019
한국신에츠실리콘(주),1048120501,2020
한국신에츠실리콘(주),1048120501,2021
화인산업(주),1048120549,2012
화인산업(주),1048120549,2013
주식회사한국디아이씨,1048121679,2012
주식회사한국디아이씨,1048121679,2013
주식회사한국디아이씨,1048121679,2014
주식회사한국디아이씨,1048121679,2015
주식회사한국디아이씨,1048121679,2016
주식회사한국디아이씨,1048121679,2017
주식회사한국디아이씨,1048121679,2018
주식회사한국디아이씨,1048121679,2019
주식회사한국디아이씨,1048121679,2020
주식회사한국디아이씨,1048121679,2021
주식회사대원총업,1048121908,2012
주식회사대원총업,1048121908,2013
주식회사대원총업,1048121908,2014
주식회사대원총업,1048121908,2015
주식회사대원총업,1048121908,2016
주식회사대원총업,1048121908,2017
주식회사대원총업,1048121908,2018
주식회사대원총업,1048121908,2019
주식회사대원총업,1048121908,2020
주식회사대원총업,1048121908,2021
청우통상(주),1048124225,2020
청우통상(주),1048124225,2021
신원덴탈(주),1048124526,2012
신원덴탈(주),1048124526,2013
롯데쇼핑(주),1048126067,2012
롯데쇼핑(주),1048126067,2013
롯데쇼핑(주),1048126067,2014
롯데쇼핑(주),1048126067,2015
롯데쇼핑(주),1048126067,2016
롯데쇼핑(주),1048126067,2017
롯데쇼핑(주),1048126067,2018
롯데쇼핑(주),1048126067,2019
롯데쇼핑(주),1048126067,2020
롯데쇼핑(주),1048126067,2021
(주)우신켐텍,1048128177,2012
(주)우신켐텍,1048128177,2013
(주)우신켐텍,1048128177,2014
(주)우신켐텍,1048128177,2015
(주)우신켐텍,1048128177,2016
(주)우신켐텍,1048128177,2017
(주)우신켐텍,1048128177,2018
(주)우신켐텍,1048128177,2019
(주)우신켐텍,1048128177,2020
(주)우신켐텍,1048128177,2021
대원케미칼(주),1048128385,2012
대원케미칼(주),1048128385,2013
대원케미칼(주),1048128385,2014
대원케미칼(주),1048128385,2015
대원케미칼(주),1048128385,2016
대원케미칼(주),1048128385,2017
