산업명,연도,F1,F2,F3,F4,F5,최종점수
섬유가죽신발업,2015,0.005091831554527804,0.3215399415399973,11.626123248494451,2.2374691111895544,0.13314552259375745,2.8646739310744573
섬유가죽신발업,2016,0.010854771141036404,0.30419843403918756,3.2290817202224797,2.775878652964188,-0.6592568498941631,1.1321513456945458
섬유가죽신발업,2017,0.013884662831125973,0.30892140681553304,3.254835685197805,3.265162233077902,-0.48500145301145636,1.271560506982182
섬유가죽신발업,2018,0.00986210343503479,0.3081879226678568,1.13946385914975,2.1690070482867085,-0.02111854414280856,0.7210804778793083
섬유가죽신발업,2019,0.0018378918732507576,0.3117964787055395,1.230646572402295,3.6943825725368455,-2.128492589563301,0.6220341851909261
섬유가죽신발업,2020,-0.008560027599552843,0.3998936331941093,30.072672194307124,-0.02730215676624681,-0.08190354916862219,6.070960018793363
섬유가죽신발업,2021,-0.0008153184793497151,0.3364501384668933,10.1003470460668,-2.383424423417928,2.6843640967836464,2.1473843078840122
섬유가죽신발업,2022,-0.014475733042811516,0.3073019398007552,1.8114028818970276,2.171635378943485,-2.5000174693528976,0.35516939964911176
섬유가죽신발업,2023,-0.012237115747625177,0.3181144382614219,1.8340023853516958,0.38507550133997626,-2.169337035144814,0.07112363481213099
섬유가죽신발업,2024,0.000538348072796957,0.3240416212940257,2.148826600509855,-2.3906135590234783,-0.4774621578502405,-0.07893382939940823
