Combined_Rank,Feature,Category,Feature_Type,SHAP_Rank,mean_abs_SHAP,Perm_Rank,Perm_Mean,Perm_Std,Rank_Diff,Consistency,Combined_Score,Category_Order
1,총자본영업이익률,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),1,0.09775839229540828,2,0.07149992891328183,0.015697649946078324,1,일치,0.013888888888888888,2
2,영업CF_총부채,현금흐름 (Cash Flow),★ 핵심피처 (SHAP+Perm 모두 높음),2,0.0479266407678374,3,0.04937006280167522,0.018038446711215662,1,일치,0.041666666666666664,5
3,유보율_ratio,안정성 (Solvency),★ 핵심피처 (SHAP+Perm 모두 높음),3,0.04276952720204772,4,0.018665884627937522,0.011735707072638534,1,일치,0.06944444444444445,1
4,재고자산회전율,활동성 (Activity),★ 핵심피처 (SHAP+Perm 모두 높음),7,0.022361924558573384,1,0.10735333595638619,0.014633948768483214,6,소폭 불일치,0.08333333333333333,4
5,ROE,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),4,0.030553216117502627,5,0.017686454808282986,0.005885800533239885,1,일치,0.09722222222222221,2
6,비유동비율,안정성 (Solvency),★ 핵심피처 (SHAP+Perm 모두 높음),6,0.023404295912278487,6,0.014990149122114115,0.005954372499933374,0,일치,0.1388888888888889,1
7,매출액순이익률_diff_industry,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),5,0.028537726351711618,8,0.013856204179461633,0.005276986732839315,3,일치,0.1527777777777778,2
8,금융비용부담률_diff,수익성 (Profitability),"▲ 상호작용 (Perm 높음, SHAP 낮음)",15,0.007273867431062985,9,0.012459657163563865,0.0018489090793067417,6,소폭 불일치,0.3055555555555556,2
8,비유동장기적합률_ratio,안정성 (Solvency),"▲ 상호작용 (Perm 높음, SHAP 낮음)",14,0.008017771238070287,10,0.007770180904508312,0.008887386070231625,4,소폭 불일치,0.3055555555555556,1
10,매출원가율,수익성 (Profitability),- 일반피처,13,0.010518233612816728,13,0.003328423654073598,0.0022544520006815495,0,일치,0.3333333333333333,2
11,영업CF_유동부채_ratio,현금흐름 (Cash Flow),"△ 대체가능 (SHAP 높음, Perm 낮음)",10,0.014099181569339732,16,0.0025847722261705397,0.004000985206358138,6,소폭 불일치,0.33333333333333337,5
