사업자등록번호,회사명_x,연도,생애주기_최종,부실라벨_ICR3년,생애주기점수,Porter5F,산업충격민감도,기업충격민감도,부실확률,부실확률변화,최종합산스코어,등급_5단계,회사명_y,회계년도,base_value,threshold,pred_prob,pred_label,Top1_Feature,Top1_Value,Top1_SHAP_Value,Top2_Feature,Top2_Value,Top2_SHAP_Value,Top3_Feature,Top3_Value,Top3_SHAP_Value,Top4_Feature,Top4_Value,Top4_SHAP_Value,Top5_Feature,Top5_Value,Top5_SHAP_Value,Top6_Feature,Top6_Value,Top6_SHAP_Value,Top7_Feature,Top7_Value,Top7_SHAP_Value,Top8_Feature,Top8_Value,Top8_SHAP_Value,Top9_Feature,Top9_Value,Top9_SHAP_Value,Top10_Feature,Top10_Value,Top10_SHAP_Value
1018626646,주식회사현진시닝,2022,성장기,0,26.1,0.0,90.36,49.23,0.18,28.55,18.2,매우 안정,주식회사현진시닝,2022,0.3284624,0.01,0.001561901,0,금융비용부담률,-4.2724958553251645e-05,-1.8993964195251465,유보율,0.2824486049756489,-0.6710875630378723,영업이익률변화_diff,0.42826343353335267,-0.5247425436973572,총자본영업이익률,0.9052040553902859,-0.5052677989006042,비유동비율,0.00032389905733385804,-0.4171653091907501,영업CF_총부채,0.6036028034242868,-0.38134631514549255,자기자본증가율,0.4688080247848026,-0.34679242968559265,영업이익증가율,0.36313292519504764,-0.3037242889404297,ROE_diff,0.7191320306185031,-0.25791120529174805,자기자본회전율_ratio,0.03645899661483186,-0.25607815384864807
1018626646,주식회사현진시닝,2023,조정기,0,32.1,63.54,93.33,38.63,0.27,37.03,22.9,매우 안정,주식회사현진시닝,2023,0.3284624,0.01,0.002231734,0,금융비용부담률,3.9040948519265985e-05,-2.6487865447998047,유보율,0.2827026379695407,-0.7320284843444824,비유동비율,0.00037622317662437763,-0.49851614236831665,영업이익률변화_diff,0.4425245832915135,-0.3354543447494507,ROE_diff,0.7266781295415973,-0.3047637641429901,자기자본증가율,0.4657961237532585,-0.2925897538661957,영업CF_총부채,0.4027322779331148,0.2902359068393707,비유동장기적합률,0.015182550679726178,-0.26452353596687317,영업이익증가율,0.34403549446350007,-0.22708028554916382,순이익률_diff,0.8963836124424537,-0.20686329901218414
1018626646,주식회사현진시닝,2024,성숙기,0,0.0,35.71,98.58,35.99,0.32,35.59,15.4,매우 안정,주식회사현진시닝,2024,0.3284624,0.01,0.0024627154,0,금융비용부담률,4.630169529538312e-05,-1.8102351427078247,총자본영업이익률,0.9426244140107596,-1.1493340730667114,유보율,0.2833810215327746,-0.7603181004524231,영업CF_총부채,0.6865196345934189,-0.6495358943939209,비유동비율,0.0002854273334451827,-0.5125417709350586,자기자본증가율,0.4689685241561318,-0.43206754326820374,영업이익증가율,0.5456608513280053,0.41256219148635864,영업이익률_diff,0.9568237972126108,0.2845059633255005,ROIC,0.9353143622334894,-0.27119696140289307,ROE_diff,0.7264914417020476,-0.2229854315519333
1018649300,더케이예다함(주),2022,성숙기,0,0.0,0.0,90.36,50.09,2.0,31.43,14.2,매우 안정,더케이예다함(주),2022,0.3284624,0.01,0.017905023,1,금융비용부담률,-0.00011321320169665886,-1.5926337242126465,영업CF_총부채,0.5639182715489638,-0.47846198081970215,영업이익률변화_diff,0.4325485330386612,-0.4631703197956085,총자본영업이익률,0.84973347577334,0.4114588797092438,유보율,0.2635290214436899,-0.41083163022994995,영업이익증가율,0.36252391547077595,-0.39613670110702515,영업이익률_diff,0.9443660973966367,0.3420679569244385,자본잠식률_diff,0.8625400449333744,-0.31707632541656494,재고자산회전율,0.0,0.29958483576774597,매입채무지급기간,1.1572278682014776,-0.29382485151290894
1018649300,더케이예다함(주),2023,성숙기,0,0.0,63.54,93.33,39.71,7.12,40.4,20.4,매우 안정,더케이예다함(주),2023,0.3284624,0.01,0.057981472,1,금융비용부담률,-0.00011321320169665886,-1.7505155801773071,영업CF_총부채,0.54568733784477,-0.475716769695282,총자본영업이익률,0.8569700599574117,0.47115519642829895,유보율,0.2637751447739083,-0.32276785373687744,매입채무지급기간,1.1572278682014776,-0.29639139771461487,자본잠식률_diff,0.9020808043762631,-0.29371604323387146,재고자산회전율,0.0,0.2803354263305664,영업이익률_diff,0.9523350171203385,0.27340373396873474,ROE_diff,0.7344122126730553,-0.2724153399467468,순운전자본회전율_ratio,0.008391407969888862,-0.20108605921268463
1018649300,더케이예다함(주),2024,성숙기,0,0.0,35.71,98.58,37.14,3.82,33.1,17.3,매우 안정,더케이예다함(주),2024,0.3284624,0.01,0.03006933,1,금융비용부담률,-0.00011321320169665886,-1.628440260887146,총자본영업이익률,0.8452666445198785,0.5048487782478333,영업CF_총부채,0.5476129860905743,-0.46203723549842834,유보율,0.2640973914001372,-0.3694777190685272,매입채무지급기간,1.1572278682014776,-0.34524622559547424,재고자산회전율,0.0,0.3403397500514984,자본잠식률_diff,1.0933058164386458,-0.33452433347702026,영업이익률_diff,0.9376700572154616,0.3194872736930847,영업이익률변화_diff,0.4361085654181336,-0.3110179901123047,ROE_diff,0.7330269772603841,-0.2650512158870697
1018653110,유진레저주식회사,2022,성숙기,0,0.0,0.0,90.36,47.33,0.1,33.42,13.1,매우 안정,유진레저주식회사,2022,0.3284624,0.01,0.0009492388,0,총자본영업이익률,1.1419557769162125,-1.3304489850997925,영업CF_총부채,0.6817771107945614,-0.9370409250259399,유보율,0.30331078523722016,-0.8410700559616089,영업이익률변화_diff,0.42264857225202074,-0.6355574131011963,영업이익률_diff,0.9876186086052328,-0.6000856757164001,ROIC,0.9731347214596343,-0.46889451146125793,자기자본증가율,0.4753679858148522,-0.4633939564228058,ROE_diff,0.7324892763895237,-0.3224147856235504,금융비용부담률,0.02642051845250435,-0.3142354488372803,자기자본회전율_ratio,0.009441374741478926,-0.26554128527641296
1018653110,유진레저주식회사,2023,성숙기,0,0.0,63.54,93.33,36.11,0.1,36.97,16.2,매우 안정,유진레저주식회사,2023,0.3284624,0.01,0.00084616605,0,총자본영업이익률,1.1388103006636474,-1.3929204940795898,영업CF_총부채,0.6757639210341416,-1.004308819770813,유보율,0.3080822847265964,-0.7824861407279968,ROIC,0.9832948309979358,-0.6340939998626709,영업이익률_diff,0.9904909192485256,-0.5882552266120911,자기자본증가율,0.4824366297290068,-0.49489739537239075,EBITDA마진_ratio,0.8366444344344646,-0.3616407513618469,ROE_diff,0.7455306181543508,-0.2834273874759674,자본잠식률_diff,0.8625559754831326,-0.23680369555950165,영업CF_유동부채,0.2240250225933973,-0.21450120210647583
1018653110,유진레저주식회사,2024,성숙기,0,0.0,35.71,98.58,33.36,0.23,35.65,15.2,매우 안정,유진레저주식회사,2024,0.3284624,0.01,0.0018246807,0,총자본영업이익률,1.093779523783125,-1.4381269216537476,영업CF_총부채,0.6601814184008132,-0.9498904943466187,유보율,0.3119975403087748,-0.8337230086326599,영업이익률_diff,0.9790435150671303,-0.5563639998435974,ROIC,0.9630855638562169,-0.5028460621833801,자기자본증가율,0.47758515059441126,-0.43051180243492126,비유동장기적합률,0.02081199956803242,-0.31691470742225647,금융비용부담률,0.029444795418389347,-0.3152697682380676,ROE_diff,0.7389562164249741,-0.2888597548007965,순운전자본회전율_ratio,1.4934756014082644,0.24410852789878845
1028125209,천룡종합개발(주),2022,성숙기,0,0.0,0.0,90.36,48.9,0.17,32.71,13.2,매우 안정,천룡종합개발(주),2022,0.3284624,0.01,0.0015287327,0,금융비용부담률,0.0014824308022861835,-1.4348737001419067,ROE_diff,1.1106058096092624,-1.304507851600647,총자본영업이익률,1.1014318998376114,-1.2496999502182007,영업이익률_diff,0.9797853811509182,-0.6998475193977356,순운전자본회전율_ratio,0.14728256623606856,0.544614315032959,영업CF_총부채,0.5656740832943884,-0.5020776987075806,자기자본증가율,0.5082568409476221,-0.4273867607116699,장기부채비율_ratio,2.6893821511044433,-0.4067336320877075,매출채권회전율,7.151028067124875,-0.3619944453239441,비유동장기적합률,0.020061404136494317,-0.32096534967422485
