사업자등록번호,회사명,prob_2021,prob_2022,prob_2023,prob_2024,pred_label_2021,pred_label_2022,pred_label_2023,pred_label_2024,change_2021_2022,change_2022_2023,change_2023_2024
6088134851,(주)대현우드,0.0093,0.5547,0.9599,0.9359,0,1,1,1,5864.52,73.05,-2.5
1448120042,주식회사케이브랜즈,0.0021,0.6887,0.8781,0.9353,0,1,1,1,32695.24,27.5,6.51
1018124906,국제갤러리홀딩(주),0.0015,0.0114,0.5984,0.9339,0,0,1,1,660.0,5149.12,56.07
2068184567,(주)지피클럽,0.0003,0.0002,0.0064,0.9337,0,0,0,1,-33.33,3100.0,14489.06
2148728739,(주)나이스커피시스템,0.0009,0.0893,0.7141,0.9322,0,0,1,1,9822.22,699.66,30.54
1208673437,주식회사정우엠아이티,0.206,0.3063,0.6217,0.9296,0,0,1,1,48.69,102.97,49.53
4108148141,(주)우리로,0.0046,0.0131,0.8295,0.9255,0,0,1,1,184.78,6232.06,11.57
1048162971,주식회사서원상사,0.0821,0.6666,0.7413,0.9252,0,1,1,1,711.94,11.21,24.81
1178150466,주식회사레몽,0.3099,0.5215,0.8899,0.9217,0,1,1,1,68.28,70.64,3.57
1408115760,(주)신보유통,0.0007,0.5889,0.8531,0.9212,0,1,1,1,84028.57,44.86,7.98
1308189358,주식회사유일특수강,0.1145,0.7568,0.9213,0.919,0,1,1,1,560.96,21.74,-0.25
1018617910,(주)케이옥션,0.0043,0.0021,0.6089,0.9179,0,0,1,1,-51.16,28895.24,50.75
1208653367,하이네켄코리아(주),0.0002,0.0001,0.7048,0.9176,0,0,1,1,-50.0,704700.0,30.19
1288640279,(주)애그리로보텍,0.0047,0.006,0.6927,0.9163,0,0,1,1,27.66,11445.0,32.28
6068185844,대한종합스틸주식회사,0.0175,0.7388,0.626,0.9155,0,1,1,1,4121.71,-15.27,46.25
1268125447,(주)한성체리티,0.7724,0.0555,0.9219,0.9153,1,0,1,1,-92.81,1561.08,-0.72
1268126922,(주)홈우드,0.0004,0.1423,0.5706,0.914,0,0,1,1,35475.0,300.98,60.18
1408162394,동보자원주식회사,0.0024,0.0011,0.4117,0.9136,0,0,0,1,-54.17,37327.27,121.91
2188117173,으뜸철강(주),0.054,0.8757,0.8511,0.9125,0,1,1,1,1521.67,-2.81,7.21
1408117939,주식회사푸드팜,0.0022,0.0074,0.6,0.912,0,0,1,1,236.36,8008.11,52.0
1198624668,(주)딘트,0.0005,0.0022,0.7301,0.9118,0,0,1,1,340.0,33086.36,24.89
1208802580,(주)더월,0.0002,0.001,0.5928,0.911,0,0,1,1,400.0,59180.0,53.68
4188105807,(주)성전건설,0.0007,0.0013,0.6891,0.9082,0,0,1,1,85.71,52907.69,31.8
7498700111,주식회사보람푸드,0.0016,0.0465,0.7895,0.9082,0,0,1,1,2806.25,1597.85,15.03
1658602522,코제노벨머티얼리스코리아주식회사,0.0056,0.016,0.7509,0.9074,0,0,1,1,185.71,4593.12,20.84
1298628661,(주)트레바이오,0.0029,0.0034,0.8381,0.9073,0,0,1,1,17.24,24550.0,8.26
3208100733,바이오스마트약품(주),0.0087,0.0075,0.6679,0.9061,0,0,1,1,-13.79,8805.33,35.66
2118881810,주식회사셀러허브,0.0017,0.0081,0.1691,0.9053,0,0,0,1,376.47,1987.65,435.36
8688602072,주식회사현도홀딩스,0.0075,0.0576,0.8371,0.9053,0,0,1,1,668.0,1353.3,8.15
1218138743,만복철강(주),0.0059,0.5794,0.6862,0.9047,0,1,1,1,9720.34,18.43,31.84
1438117879,에이프로젠파마(주),0.0001,0.3445,0.8444,0.9044,0,0,1,1,344400.0,145.11,7.11
1268199648,주식회사세일펫,0.012,0.8339,0.894,0.9041,0,1,1,1,6849.17,7.21,1.13
2058123344,우일에너지주식회사,0.293,0.6364,0.919,0.9034,0,1,1,1,117.2,44.41,-1.7
5638800213,주식회사피나클테크,0.0017,0.5419,0.9158,0.9026,0,1,1,1,31776.47,69.0,-1.44
1108185080,주식회사잉글리시에그,0.0012,0.606,0.8729,0.8978,0,1,1,1,50400.0,44.04,2.85
1198139278,(주)윈시스템즈,0.0022,0.0012,0.4511,0.897,0,0,1,1,-45.45,37491.67,98.85
1348735900,주식회사몬즈컴퍼니,0.1787,0.0036,0.6208,0.8928,0,0,1,1,-97.99,17144.44,43.81
1268146326,(주)서경에너지,0.6077,0.7629,0.5749,0.8927,1,1,1,1,25.54,-24.64,55.28
2158678351,(주)더블유피지코리아,0.0097,0.0037,0.6245,0.8906,0,0,1,1,-61.86,16778.38,42.61
1318180777,한송우드주식회사,0.6946,0.0863,0.6339,0.8902,1,0,1,1,-87.58,634.53,40.43
8298700149,주식회사지오에너지,0.0005,0.0049,0.3279,0.8899,0,0,0,1,880.0,6591.84,171.39
1198666372,주식회사나비엠알오,0.0007,0.0002,0.2992,0.8897,0,0,0,1,-71.43,149500.0,197.36
6028154470,STX마린서비스주식회사,0.0027,0.355,0.9336,0.8891,0,0,1,1,13048.15,162.99,-4.77
1168148574,주식회사오리엔트골프,0.002,0.0006,0.538,0.8887,0,0,1,1,-70.0,89566.67,65.19
1048618747,(주)신세계엘앤비,0.0013,0.0002,0.7066,0.8864,0,0,1,1,-84.62,353200.0,25.45
6018134127,(주)부영연육,0.0717,0.7538,0.7395,0.8852,0,1,1,1,951.32,-1.9,19.7
6728601244,주식회사월드마트,0.0056,0.8563,0.9897,0.8838,0,1,1,1,15191.07,15.58,-10.7
2148761418,주식회사오트리푸드,0.0036,0.004,0.6396,0.8833,0,0,1,1,11.11,15890.0,38.1
5698700999,(주)바이블,0.279,0.284,0.113,0.8829,0,0,0,1,1.79,-60.21,681.33
1248179461,주식회사조암월드마트,0.0014,0.3461,0.8569,0.8828,0,0,1,1,24621.43,147.59,3.02
2098160749,주식회사제이에프티,0.0004,0.1443,0.8762,0.8819,0,0,1,1,35975.0,507.21,0.65
4148601482,주식회사블랙홀릭,0.0002,0.0017,0.5922,0.8805,0,0,1,1,750.0,34735.29,48.68
6088171900,(주)삼진스틸,0.0133,0.0307,0.7425,0.8782,0,0,1,1,130.83,2318.57,18.28
2158103350,주식회사에네스에프,0.0359,0.3938,0.7837,0.877,0,0,1,1,996.94,99.01,11.91
4018127929,태영세라믹주식회사,0.2418,0.8009,0.8171,0.8751,0,1,1,1,231.22,2.02,7.1
4848601384,(주)누하스,0.0012,0.0141,0.8833,0.8746,0,0,1,1,1075.0,6164.54,-0.98
1418101653,모토스타코리아(주),0.0006,0.0004,0.3658,0.8745,0,0,0,1,-33.33,91350.0,139.07
2118101952,(주)이엠케이,0.0014,0.5272,0.9571,0.8744,0,1,1,1,37557.14,81.54,-8.64
1048142655,에르메네질도제냐코리아주식회사,0.9038,0.0459,0.7261,0.8731,1,0,1,1,-94.92,1481.92,20.25
2108100440,주식회사대경퍼시픽,0.3539,0.5252,0.7137,0.8713,0,1,1,1,48.4,35.89,22.08
2138639411,진경산업(주),0.6315,0.002,0.6766,0.8706,1,0,1,1,-99.68,33730.0,28.67
5348100064,주식회사일상의친구,0.107,0.4457,0.568,0.8704,0,1,1,1,316.54,27.44,53.24
1308702047,주식회사피디케이이엔티,0.0027,0.0008,0.4079,0.8677,0,0,0,1,-70.37,50887.5,112.72
1098639204,(주)국제태산무역,0.4033,0.2017,0.3824,0.8668,0,0,0,1,-49.99,89.59,126.67
1378147117,주식회사신의철강,0.022,0.0028,0.0006,0.8665,0,0,0,1,-87.27,-78.57,144316.67
6698701885,주식회사재윤파트너스,0.0012,0.0434,0.881,0.866,0,0,1,1,3516.67,1929.95,-1.7
3148639655,주식회사브이디코랩,0.0035,0.0174,0.5961,0.8658,0,0,1,1,397.14,3325.86,45.24
1208145974,천우물산,0.0045,0.1601,0.0567,0.8648,0,0,0,1,3457.78,-64.58,1425.22
6078117053,(주)한창,0.9076,0.7438,0.8955,0.8645,1,1,1,1,-18.05,20.4,-3.46
1098195633,(주)레알아이엔티,0.0011,0.0009,0.0338,0.8645,0,0,0,1,-18.18,3655.56,2457.69
1218100456,동양산업주식회사,0.1843,0.0807,0.3581,0.8638,0,0,0,1,-56.21,343.74,141.22
1168135991,(주)대동스틸,0.0003,0.5083,0.8367,0.8636,0,1,1,1,169333.33,64.61,3.22
6528101639,주식회사테퍼,0.0029,0.0862,0.9468,0.8628,0,0,1,1,2872.41,998.38,-8.87
2298116010,(주)농협유통,0.199,0.5713,0.8408,0.8625,0,1,1,1,187.09,47.17,2.58
1088150666,(주)범호통상,0.0007,0.0419,0.8212,0.8618,0,0,1,1,5885.71,1859.9,4.94
6168153280,주식회사제주미래에너지,0.0329,0.1384,0.5866,0.8616,0,0,1,1,320.67,323.84,46.88
1048621543,톰포드리테일코리아,0.0042,0.0047,0.7837,0.8605,0,0,1,1,11.9,16574.47,9.8
1298617733,(주)비즈바이오,0.0022,0.0137,0.5543,0.8599,0,0,1,1,522.73,3945.99,55.13
1068178372,(주)티앤티정보,0.0002,0.0032,0.594,0.8598,0,0,1,1,1500.0,18462.5,44.75
6128111008,에스엠에스코리아주식회사,0.6191,0.0987,0.6999,0.8586,1,0,1,1,-84.06,609.12,22.67
1248666923,주식회사무림,0.0041,0.0006,0.147,0.8575,0,0,0,1,-85.37,24400.0,483.33
2038123576,(주)하이퍼코퍼레이션,0.0795,0.7677,0.9574,0.8567,0,1,1,1,865.66,24.71,-10.52
7778601234,드링크인터내셔널주식회사,0.2875,0.0043,0.6957,0.8563,0,0,1,1,-98.5,16079.07,23.08
2368602106,주식회사한국바이오,0.0046,0.0065,0.7356,0.855,0,0,1,1,41.3,11216.92,16.23
1198137606,(주)포니링크,0.1564,0.7839,0.9245,0.8523,0,1,1,1,401.21,17.94,-7.81
1208108227,(주)모나미,0.0089,0.0011,0.8247,0.8507,0,0,1,1,-87.64,74872.73,3.15
1228176890,코토세라믹(주),0.0007,0.577,0.9169,0.8491,0,1,1,1,82328.57,58.91,-7.39
8488800152,주식회사에스티와이텔레콤,0.0018,0.0023,0.0106,0.8485,0,0,0,1,27.78,360.87,7904.72
2118837444,주식회사무신사트레이딩,0.0023,0.0005,0.4522,0.8483,0,0,1,1,-78.26,90340.0,87.59
2118738806,케이지씨라이프앤진,0.0005,0.0055,0.7237,0.8466,0,0,1,1,1000.0,13058.18,16.98
1328609087,주식회사씨엔어스,0.0044,0.0598,0.3907,0.8464,0,0,0,1,1259.09,553.34,116.64
2118871082,(주)엔에이치인터내셔날,0.001,0.0738,0.902,0.8449,0,0,1,1,7280.0,1122.22,-6.33
6028118080,(주)해우농수산,0.0017,0.003,0.6542,0.8445,0,0,1,1,76.47,21706.67,29.09
6058605177,에스앤글로벌주식회사,0.0664,0.3314,0.8777,0.844,0,0,1,1,399.1,164.85,-3.84
2208185198,(주)씽크론,0.001,0.5845,0.9597,0.8431,0,1,1,1,58350.0,64.19,-12.15
1058617421,(주)파워클,0.0338,0.8351,0.0169,0.8427,0,1,0,1,2370.71,-97.98,4886.39
7278800438,주식회사세종월드산업,0.01,0.0882,0.6648,0.841,0,0,1,1,782.0,653.74,26.5
2618106646,주식회사레이덴트,0.0016,0.0584,0.8849,0.8388,0,0,1,1,3550.0,1415.24,-5.21
1078103762,동성철강(주),0.0046,0.0007,0.7015,0.8326,0,0,1,1,-84.78,100114.29,18.69
1168130055,(주)상기코퍼레이션,0.0016,0.0012,0.014,0.8321,0,0,0,1,-25.0,1066.67,5843.57
2158159247,(주)이효바이오싸이언스,0.0003,0.0002,0.5565,0.8309,0,0,1,1,-33.33,278150.0,49.31
2148746644,(주)풍산화동양행,0.0023,0.2584,0.9596,0.8297,0,0,1,1,11134.78,271.36,-13.54
2208116217,(주)케미코,0.0002,0.0003,0.2591,0.8296,0,0,0,1,50.0,86266.67,220.19
7958100183,동원로엑스냉장주식회사,0.025,0.2793,0.1401,0.8286,0,0,0,1,1017.2,-49.84,491.43
2118894940,(주)로사퍼시픽,0.0026,0.0214,0.4516,0.8282,0,0,1,1,723.08,2010.28,83.39
5818600992,지엘앤코(주),0.0018,0.0354,0.735,0.8282,0,0,1,1,1866.67,1976.27,12.68
2158775157,주식회사윈플러스마트남부,0.0004,0.5864,0.851,0.8278,0,1,1,1,146500.0,45.12,-2.73
1388172768,오토앤(주),0.0003,0.4924,0.9489,0.8256,0,1,1,1,164033.33,92.71,-12.99
1148620463,(주)한국리모텍,0.0009,0.6129,0.7566,0.8248,0,1,1,1,68000.0,23.45,9.01
6478600555,주식회사케어마일,0.0017,0.0016,0.8489,0.8246,0,0,1,1,-5.88,52956.25,-2.86
3838101617,적산개발,0.0084,0.0309,0.8045,0.8233,0,0,1,1,267.86,2503.56,2.34
1378174569,세운산업주식회사,0.6111,0.0041,0.2699,0.823,1,0,0,1,-99.33,6482.93,204.93
2128153870,농업회사법인(주)순우리,0.0075,0.7169,0.8982,0.8222,0,1,1,1,9458.67,25.29,-8.46
6038142695,코리안씨푸드주식회사,0.0064,0.0008,0.71,0.8218,0,0,1,1,-87.5,88650.0,15.75
3138800466,주식회사더이안,0.0007,0.0088,0.013,0.8197,0,0,0,1,1157.14,47.73,6205.38
2068672765,(주)제이컬렉션,0.0007,0.0002,0.3974,0.8193,0,0,0,1,-71.43,198600.0,106.17
1488800576,주식회사성담개발,0.0004,0.0101,0.9059,0.8181,0,0,1,1,2425.0,8869.31,-9.69
2208185825,(주)신화팝빌리지,0.0038,0.108,0.6089,0.8173,0,0,1,1,2742.11,463.8,34.23
2948100695,(주)더썬테크,0.0064,0.0828,0.3018,0.8165,0,0,0,1,1193.75,264.49,170.54
6028128216,주식회사부림교역,0.0025,0.0651,0.8777,0.8164,0,0,1,1,2504.0,1248.23,-6.98
1308143406,주식회사대덕강업,0.087,0.0011,0.2414,0.8161,0,0,0,1,-98.74,21845.45,238.07
3078141274,(주)주복,0.012,0.0053,0.1865,0.8151,0,0,0,1,-55.83,3418.87,337.05
4088130013,엘스타약품주식회사,0.0147,0.0282,0.6117,0.8143,0,0,1,1,91.84,2069.15,33.12
1058175799,복정제형(주),0.0002,0.0023,0.4674,0.8127,0,0,1,1,1050.0,20221.74,73.88
2018640287,주식회사에프엔에스리테일,0.3679,0.3511,0.7254,0.8123,0,0,1,1,-4.57,106.61,11.98
1418135978,주식회사커피에반하다,0.1021,0.0181,0.006,0.812,0,0,0,1,-82.27,-66.85,13433.33
2118797896,(주)에프엠케이,0.0994,0.0539,0.6465,0.8098,0,0,1,1,-45.77,1099.44,25.26
2148688287,(주)지엠파트너,0.0012,0.0672,0.8061,0.8083,0,0,1,1,5500.0,1099.55,0.27
1078120816,삼남강재주식회사,0.0053,0.0018,0.3159,0.8071,0,0,0,1,-66.04,17450.0,155.49
2398700690,엠에스글로벌주식회사,0.6735,0.2001,0.5536,0.8063,1,0,1,1,-70.29,176.66,45.65
6098116308,신화철강(주),0.0033,0.1393,0.5436,0.8055,0,0,1,1,4121.21,290.24,48.18
1078630089,(주)더존월드,0.002,0.0058,0.1833,0.8048,0,0,0,1,190.0,3060.34,339.06
1418121907,(주)올랜드아울렛,0.023,0.0359,0.6841,0.8041,0,0,1,1,56.09,1805.57,17.54
1378610726,(주)트리,0.7652,0.0024,0.5392,0.8038,1,0,1,1,-99.69,22366.67,49.07
1788601188,(주)슬로우스탠다드,0.0017,0.0032,0.3937,0.8035,0,0,0,1,88.24,12203.12,104.09
6168131893,(주)우리마트,0.6627,0.6271,0.6501,0.8031,1,1,1,1,-5.37,3.67,23.53
1378121645,(주)은성목재,0.0019,0.0086,0.4585,0.8023,0,0,1,1,352.63,5231.4,74.98
1048116860,롯데하이마트(주),0.0033,0.7089,0.8446,0.801,0,1,1,1,21381.82,19.14,-5.16
5888700059,(주)블루엠텍,0.0047,0.0264,0.1188,0.8009,0,0,0,1,461.7,350.0,574.16
1288640134,동방페이퍼주식회사,0.0026,0.0045,0.2585,0.7965,0,0,0,1,73.08,5644.44,208.12
2208628907,(주)인터펫코리아,0.0093,0.484,0.4949,0.7958,0,1,1,1,5104.3,2.25,60.8
1108125909,주식회사델몬트음료,0.0134,0.2781,0.8524,0.7956,0,0,1,1,1975.37,206.51,-6.66
2158633922,주식회사씨엔커뮤니케이션,0.5163,0.3473,0.6097,0.7954,1,0,1,1,-32.73,75.55,30.46
2098120882,에이스메디칼(주),0.0008,0.0004,0.5674,0.7951,0,0,1,1,-50.0,141750.0,40.13
2208672761,(주)누비콤,0.0028,0.001,0.5481,0.7948,0,0,1,1,-64.29,54710.0,45.01
2108160977,주식회사예건에프앤씨,0.0122,0.0387,0.8342,0.7938,0,0,1,1,217.21,2055.56,-4.84
2108130681,강원전자주식회사,0.0062,0.133,0.0421,0.7926,0,0,0,1,2045.16,-68.35,1782.66
6058624266,주식회사렛츠밀란커머스,0.002,0.0018,0.7147,0.7925,0,0,1,1,-10.0,39605.56,10.89
2018615721,주식회사더블유미션,0.0008,0.0028,0.209,0.792,0,0,0,1,250.0,7364.29,278.95
2248154310,주식회사에스지,0.4977,0.4751,0.7128,0.7886,1,1,1,1,-4.54,50.03,10.63
2048636822,주식회사제이케이인터내셔널,0.0064,0.0007,0.4276,0.7881,0,0,0,1,-89.06,60985.71,84.31
6068161333,주식회사덕인,0.0009,0.0004,0.542,0.7834,0,0,1,1,-55.56,135400.0,44.54
1268124754,(주)보담,0.0006,0.0001,0.188,0.7826,0,0,0,1,-83.33,187900.0,316.28
8388602182,주식회사섬강레저,0.0053,0.0217,0.4969,0.7802,0,0,1,1,309.43,2189.86,57.01
1068186474,(주)이태원타운,0.0044,0.0751,0.545,0.78,0,0,1,1,1606.82,625.7,43.12
3048100556,대성석유주식회사,0.0015,0.0008,0.0422,0.7796,0,0,0,1,-46.67,5175.0,1747.39
1348635261,주식회사리벤스,0.0003,0.0001,0.368,0.7795,0,0,0,1,-66.67,367900.0,111.82
1078118057,(주)어진철강,0.0026,0.1544,0.4421,0.7787,0,0,1,1,5838.46,186.33,76.14
1048639664,농협경제지주주식회사,0.4265,0.3414,0.8322,0.777,0,0,1,1,-19.95,143.76,-6.63
1328601182,삼포씨앤에이(주),0.0365,0.0103,0.5179,0.7764,0,0,1,1,-71.78,4928.16,49.91
7168701158,주식회사위버스컴퍼니,0.0001,0.1666,0.7344,0.7762,0,0,1,1,166500.0,340.82,5.69
7308601666,은보개발,0.0789,0.9106,0.0163,0.7748,0,1,0,1,1054.12,-98.21,4653.37
1348122572,주식회사동림스틸,0.0005,0.0003,0.2957,0.7735,0,0,0,1,-40.0,98466.67,161.58
1018119742,(주)가나아트갤러리,0.2634,0.0143,0.6686,0.7735,0,0,1,1,-94.57,4575.52,15.69
2118719532,주식회사유로세라믹,0.0802,0.397,0.6608,0.7723,0,0,1,1,395.01,66.45,16.87
1288172650,(주)유니지오코리아,0.0015,0.067,0.2134,0.7712,0,0,0,1,4366.67,218.51,261.39
1218154665,(주)인터우드,0.0017,0.3155,0.068,0.7707,0,0,0,1,18458.82,-78.45,1033.38
1378117156,(주)동우종합목재,0.0033,0.0032,0.6007,0.7704,0,0,1,1,-3.03,18671.88,28.25
1048193116,(주)케이피아이씨코포레이션,0.0004,0.3656,0.8224,0.7683,0,0,1,1,91300.0,124.95,-6.58
6088135807,모터스밸리주식회사,0.0392,0.0439,0.6519,0.7678,0,0,1,1,11.99,1384.97,17.78
2118608417,(주)대원교역상사,0.1771,0.1306,0.6263,0.766,0,0,1,1,-26.26,379.56,22.31
4618801522,주식회사대경컴퍼니,0.001,0.0005,0.0027,0.7634,0,0,0,1,-50.0,440.0,28174.07
2068192602,제이케이모터스서비스주식회사,0.0013,0.0001,0.395,0.7634,0,0,0,1,-92.31,394900.0,93.27
1408172820,엘마트(주)-시흥,0.0011,0.0031,0.4262,0.7627,0,0,0,1,181.82,13648.39,78.95
6178616997,주식회사원파크,0.4379,0.6109,0.5652,0.7606,0,1,1,1,39.51,-7.48,34.57
1328630218,주식회사삼원,0.0041,0.0045,0.0146,0.7602,0,0,0,1,9.76,224.44,5106.85
1218606213,주식회사에스와이보드,0.0017,0.0322,0.1226,0.7587,0,0,0,1,1794.12,280.75,518.84
1198121778,에프에이코리아(주),0.0011,0.0013,0.0934,0.7569,0,0,0,1,18.18,7084.62,710.39
1318633681,(주)보성스톤,0.0029,0.0014,0.3458,0.7564,0,0,0,1,-51.72,24600.0,118.74
1058175130,카피어랜드주식회사,0.6662,0.3556,0.593,0.7559,1,0,1,1,-46.62,66.76,27.47
1208128577,(주)은마유통,0.001,0.0585,0.8318,0.755,0,0,1,1,5750.0,1321.88,-9.23
2198128576,주식회사길,0.0532,0.1247,0.3411,0.7548,0,0,0,1,134.4,173.54,121.28
6068188502,주식회사대지에스텍,0.0076,0.0011,0.4056,0.7547,0,0,0,1,-85.53,36772.73,86.07
2028138076,(주)동신툴피아,0.0008,0.0013,0.0078,0.754,0,0,0,1,62.5,500.0,9566.67
4338700730,(주)교원헬스케어,0.0207,0.4865,0.8839,0.7518,0,1,1,1,2250.24,81.69,-14.95
6108608308,주식회사하이베러,0.0001,0.0001,0.0003,0.7508,0,0,0,1,0.0,200.0,250166.67
4028157178,주식회사지오하우스,0.0264,0.4538,0.4828,0.7502,0,1,1,1,1618.94,6.39,55.39
1078191742,(주)이좋은세상,0.0004,0.0003,0.2435,0.7483,0,0,0,1,-25.0,81066.67,207.31
5038140927,(주)명진금속,0.0069,0.0002,0.0841,0.746,0,0,0,1,-97.1,41950.0,787.04
2158742490,주식회사씨앤코어,0.0022,0.0526,0.8486,0.7456,0,0,1,1,2290.91,1513.31,-12.14
5048106204,한성철강주식회사,0.0004,0.0003,0.0043,0.745,0,0,0,1,-25.0,1333.33,17225.58
6948801699,스틸코주식회사,0.0017,0.001,0.0021,0.743,0,0,0,1,-41.18,110.0,35280.95
3058146744,주식회사장학문구사,0.0048,0.4544,0.7172,0.7423,0,1,1,1,9366.67,57.83,3.5
6068135214,한양철강(주),0.5952,0.6031,0.5221,0.7422,1,1,1,1,1.33,-13.43,42.16
1198105273,화창상사,0.0636,0.0243,0.1212,0.742,0,0,0,1,-61.79,398.77,512.21
1248177798,바이오스트림테크놀러지스주식회사,0.0006,0.0002,0.429,0.7418,0,0,0,1,-66.67,214400.0,72.91
1148648520,(주)파사디코리아,0.297,0.041,0.0605,0.7409,0,0,0,1,-86.2,47.56,1124.63
1358632758,(주)글로벌테크놀로지,0.0001,0.0001,0.0002,0.7403,0,0,0,1,0.0,100.0,370050.0
1268144726,주식회사제스파,0.0004,0.2355,0.7107,0.7401,0,0,1,1,58775.0,201.78,4.14
1048605825,(주)피피앤와이인터내셔날,0.0039,0.0059,0.2642,0.74,0,0,0,1,51.28,4377.97,180.09
2158796792,주식회사이와이푸드,0.1601,0.0152,0.0551,0.7398,0,0,0,1,-90.51,262.5,1242.65
1098164988,젬하우시스주식회사,0.0022,0.0033,0.3545,0.739,0,0,0,1,50.0,10642.42,108.46
1318608294,주식회사여주농산,0.0025,0.0074,0.7126,0.739,0,0,1,1,196.0,9529.73,3.7
1378113295,(주)원창,0.0013,0.0019,0.5893,0.7386,0,0,1,1,46.15,30915.79,25.34
1068108726,(주)중앙에너비스,0.0721,0.1599,0.5809,0.7382,0,0,1,1,121.78,263.29,27.08
2148607571,주식회사하이리빙,0.0009,0.0006,0.0297,0.737,0,0,0,1,-33.33,4850.0,2381.48
1208166488,(주)아베스포츠,0.0054,0.0083,0.2261,0.7332,0,0,0,1,53.7,2624.1,224.28
1208776635,불스원서비스주식회사,0.0071,0.1171,0.6377,0.7271,0,0,1,1,1549.3,444.58,14.02
8438600963,주식회사모던웍스,0.0015,0.0701,0.8672,0.7254,0,0,1,1,4573.33,1137.09,-16.35
6358700113,주식회사씨티라이프,0.0015,0.0325,0.6973,0.7253,0,0,1,1,2066.67,2045.54,4.02
1058162708,(주)에스디상사,0.0101,0.03,0.0403,0.7212,0,0,0,1,197.03,34.33,1689.58
