Combined_Rank,Feature,Category,Feature_Type,SHAP_Rank,mean_abs_SHAP,Perm_Rank,Perm_Mean,Perm_Std,Rank_Diff,Consistency,Combined_Score,Category_Order
36,판관비율,미분류,- 일반피처,39,0.044351704,29,0.0016287566419798413,0.0024692578057468003,10,대폭 불일치,0.6470588235294118,7
37,순운전자본회전율_diff,활동성 (Activity),- 일반피처,19,0.07911618,50,-0.010644926496558706,0.0028945958388722336,31,대폭 불일치,0.6568627450980392,4
38,감가상각비율,현금흐름 (Cash Flow),- 일반피처,45,0.033511855,25,0.0021751110252184254,0.002280165060772605,20,대폭 불일치,0.6666666666666667,5
39,재고자산보유기간_ratio,활동성 (Activity),- 일반피처,24,0.06625253,51,-0.016347243335638095,0.003546865241192103,27,대폭 불일치,0.7156862745098039,4
40,총자산증가율_diff_industry,성장성 (Growth),- 일반피처,32,0.05815905,44,-0.004171969510184596,0.0014309925332151444,12,대폭 불일치,0.7254901960784313,3
40,순운전자본비율_diff,미분류,- 일반피처,46,0.03331366,30,0.00127327777134744,0.0013457532406953626,16,대폭 불일치,0.7254901960784313,7
42,영업현금흐름비율_diff,미분류,- 일반피처,42,0.03750259,35,0.0003032147303850393,0.0010193631127059807,7,소폭 불일치,0.7352941176470589,7
43,매입채무지급기간_diff,활동성 (Activity),- 일반피처,30,0.06004184,49,-0.006847870607108268,0.0009565004256589163,19,대폭 불일치,0.7549019607843137,4
43,총부채비율,미분류,- 일반피처,52,0.019935561,27,0.0018725077871086274,0.0010340187488816982,25,대폭 불일치,0.7549019607843137,7
45,장기부채비율,안정성 (Solvency),- 일반피처,33,0.05546106,47,-0.005868484919597603,0.0017134745668077218,14,대폭 불일치,0.7647058823529411,1
46,매출원가율,수익성 (Profitability),- 일반피처,49,0.02821675,32,0.00101126410574508,0.0011751070694886103,17,대폭 불일치,0.7745098039215685,2
47,유동자산회전율,활동성 (Activity),- 일반피처,43,0.035324063,40,-0.0013202960456648297,0.0014234072330692787,3,일치,0.7941176470588235,4
48,총자산회전율_ratio,활동성 (Activity),- 일반피처,36,0.052243605,48,-0.005878095453738408,0.002017481589333711,12,대폭 불일치,0.803921568627451,4
49,FCF_총자산_ratio,현금흐름 (Cash Flow),- 일반피처,44,0.03465801,41,-0.0016906694289003598,0.0013943855920320475,3,일치,0.8137254901960784,5
50,현금ROE_ratio,수익성 (Profitability),- 일반피처,41,0.040620416,46,-0.005432653813734981,0.0015752728902846515,5,소폭 불일치,0.8333333333333333,2
51,매출총이익률_diff,수익성 (Profitability),- 일반피처,47,0.028933465,45,-0.004389953689038204,0.001622350452853032,2,일치,0.8823529411764706,2
52,ROE_diff,수익성 (Profitability),- 일반피처,51,0.023153134,52,-0.02299345308272212,0.001096027174230458,1,일치,0.9901960784313726,2
