변수그룹,변수,F통계량,p값,유의성,Eta²,효과크기
기본 재무비율,부채비율,70.7661,0.0,***,0.089,중
기본 재무비율,총부채비율,78.2549,0.0,***,0.0975,중
기본 재무비율,장기부채비율,81.7143,0.0,***,0.1014,중
기본 재무비율,장기부채의존도,44.8873,0.0,***,0.0584,소
기본 재무비율,차입금의존도,113.7655,0.0,***,0.1358,중
기본 재무비율,순차입금비율,69.1234,0.0,***,0.0872,중
기본 재무비율,금융부채비율,69.3076,0.0,***,0.0874,중
기본 재무비율,자기자본비율,65.6791,0.0,***,0.0832,중
기본 재무비율,유보율,12.8681,0.0,***,0.0175,소
기본 재무비율,자본잠식률,5.5521,0.000855,***,0.0076,소
기본 재무비율,유동비율,29.234,0.0,***,0.0388,소
기본 재무비율,당좌비율_추정,29.0907,0.0,***,0.0386,소
기본 재무비율,현금비율,17.9398,0.0,***,0.0242,소
기본 재무비율,순운전자본비율,59.2755,0.0,***,0.0757,중
기본 재무비율,순운전자본회전율,8.2023,2e-05,***,0.0112,소
기본 재무비율,금융비용부담률,61.8847,0.0,***,0.0787,중
기본 재무비율,비유동비율,63.567,0.0,***,0.0807,중
기본 재무비율,비유동장기적합률,61.9218,0.0,***,0.0788,중
기본 재무비율,유형자산비율,25.8439,0.0,***,0.0345,소
기본 재무비율,유형자산부채비율,23.7116,0.0,***,0.0317,소
기본 재무비율,ROA,151.7535,0.0,***,0.1733,대
기본 재무비율,ROE,23.9358,0.0,***,0.032,소
기본 재무비율,ROIC,67.8211,0.0,***,0.0857,중
기본 재무비율,총자본영업이익률,208.4803,0.0,***,0.2236,대
기본 재무비율,매출총이익률,5.9828,0.000466,***,0.0082,소
기본 재무비율,영업이익률,36.5121,0.0,***,0.048,소
기본 재무비율,순이익률,31.7068,0.0,***,0.042,소
기본 재무비율,EBITDA마진,35.7329,0.0,***,0.047,소
기본 재무비율,현금ROA,277.7665,0.0,***,0.2773,대
기본 재무비율,현금ROE,0.6898,0.558231,n.s.,0.001,소
기본 재무비율,매출원가율,4.4829,0.003828,**,0.0062,소
기본 재무비율,판관비율,70.1223,0.0,***,0.0883,중
기본 재무비율,감가상각비율,53.7755,0.0,***,0.0691,중
기본 재무비율,총자산회전율,23.4212,0.0,***,0.0313,소
기본 재무비율,유동자산회전율,26.9987,0.0,***,0.036,소
기본 재무비율,비유동자산회전율,16.6192,0.0,***,0.0224,소
기본 재무비율,유형자산회전율,7.8545,3.3e-05,***,0.0107,소
기본 재무비율,자기자본회전율,1.5486,0.199983,n.s.,0.0021,소
기본 재무비율,투하자본회전율,8.4533,1.4e-05,***,0.0115,소
기본 재무비율,매출채권회전율,11.1584,0.0,***,0.0152,소
기본 재무비율,매출채권회수기간,31.7387,0.0,***,0.042,소
기본 재무비율,재고자산회전율,39.617,0.0,***,0.0519,소
기본 재무비율,재고자산보유기간,43.8177,0.0,***,0.0571,소
기본 재무비율,매입채무회전율,5.6009,0.000799,***,0.0077,소
기본 재무비율,매입채무지급기간,38.9542,0.0,***,0.0511,소
기본 재무비율,현금전환주기_CCC,50.2068,0.0,***,0.0648,중
기본 재무비율,영업CF_유동부채,179.3208,0.0,***,0.1985,대
기본 재무비율,영업CF_총부채,226.3447,0.0,***,0.2382,대
기본 재무비율,FCF,77.0048,0.0,***,0.0961,중
기본 재무비율,FCF_총자산,132.6563,0.0,***,0.1549,대
기본 재무비율,매출액증가율,9.1826,5e-06,***,0.0125,소
기본 재무비율,영업이익증가율,12.4481,0.0,***,0.0169,소
기본 재무비율,순이익증가율,11.8192,0.0,***,0.0161,소
기본 재무비율,EBITDA증가율,21.4767,0.0,***,0.0288,소
기본 재무비율,총자산증가율,51.5823,0.0,***,0.0665,중
기본 재무비율,유형자산증가율,8.2388,1.9e-05,***,0.0113,소
기본 재무비율,자기자본증가율,11.0198,0.0,***,0.015,소
기본 재무비율,부채증가율,23.7688,0.0,***,0.0318,소
기본 재무비율,영업현금흐름증가율,50.0491,0.0,***,0.0647,중
기본 재무비율,FCF증가율,16.4561,0.0,***,0.0222,소
기본 재무비율,ROA변화,4.1646,0.00596,**,0.0057,소
기본 재무비율,영업이익률변화,9.0218,6e-06,***,0.0123,소
기본 재무비율,부채비율변화,1.6236,0.18185,n.s.,0.0022,소
기본 재무비율,유동비율변화,5.8507,0.000562,***,0.008,소
