회사명,회계년도,Rank,Feature,Value,SHAP_Value,Direction,abs_SHAP,base_value,pred_prob,pred_label,true_label,threshold
농협경제지주주식회사,2021,1,금융비용부담률,0.009080606250904727,-0.9115157,정상기여(-),0.9115157,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,2,매출액증가율,0.24685352495405335,0.25307497,부실기여(+),0.25307497,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,3,총자본영업이익률_diff,0.8956390190378994,0.2159333,부실기여(+),0.2159333,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,4,ROIC_diff,0.9038375434224365,0.18588401,부실기여(+),0.18588401,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,5,자본잠식률,0.9636305483780869,0.1561402,부실기여(+),0.1561402,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,6,순이익률_ratio,0.7305308583053174,0.13039872,부실기여(+),0.13039872,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,7,유형자산증가율_ratio_industry,0.14242115345980189,-0.115994565,정상기여(-),0.115994565,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,8,매입채무지급기간_diff,0.3559804957880124,-0.11390258,정상기여(-),0.11390258,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,9,영업CF_유동부채_diff,0.2601930909160273,0.10200066,부실기여(+),0.10200066,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,10,업력,12.0,-0.07110249,정상기여(-),0.07110249,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,11,순운전자본대총자본_ratio_industry,0.5418382477350699,-0.07106937,정상기여(-),0.07106937,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,12,유동비율변화_diff,0.46693170934122563,-0.07100554,정상기여(-),0.07100554,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,13,현금ROA,0.47003542532920317,0.07052634,부실기여(+),0.07052634,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,14,현금ROE_ratio,0.5601404490576173,-0.06517756,정상기여(-),0.06517756,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,15,장기부채의존도,0.18200107369365023,-0.058051392,정상기여(-),0.058051392,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,16,자기자본비율_diff_industry,0.6015670267247282,-0.057590313,정상기여(-),0.057590313,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,17,유형자산비율,0.2528059382818337,-0.057470504,정상기여(-),0.057470504,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,18,ROA변화,0.5362831243818267,0.052134246,부실기여(+),0.052134246,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,19,ROA_ratio,0.6124924640126003,0.0519483,부실기여(+),0.0519483,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,20,총자산회전율_ratio,0.07667338469138275,0.04722027,부실기여(+),0.04722027,0.305469,0.426478,0,0,0.44
