회사명,회계년도,Rank,Feature,Value,SHAP_Value,Direction,abs_SHAP,base_value,pred_prob,pred_label,true_label,threshold
농협경제지주주식회사,2021,21,비유동자산회전율_ratio,0.007864106002074291,0.03917146,부실기여(+),0.03917146,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,22,재고자산보유기간_ratio,0.05174672567487059,-0.03751828,정상기여(-),0.03751828,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,23,ROE_diff,0.5824341648069546,-0.03646864,정상기여(-),0.03646864,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,24,부채비율변화,0.5683262442505335,-0.035562728,정상기여(-),0.035562728,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,25,감가상각비율,0.037595225091423996,-0.03502066,정상기여(-),0.03502066,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,26,매출액순이익률_diff_industry,0.6343248591497633,0.03332491,부실기여(+),0.03332491,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,27,유동비율_ratio,0.022335518098094306,-0.032573156,정상기여(-),0.032573156,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,28,매출채권회전율_ratio_industry,0.0077366803547900525,-0.031895347,정상기여(-),0.031895347,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,29,부채비율,0.0166767377173217,-0.030188242,정상기여(-),0.030188242,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,30,유보율_diff,0.041045323717229354,-0.030166682,정상기여(-),0.030166682,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,31,장기부채비율,0.019029995269213725,-0.028817516,정상기여(-),0.028817516,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,32,매출총이익률_diff,0.17904103342317085,0.025262777,부실기여(+),0.025262777,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,33,총자산증가율_diff_industry,0.2832424082980335,-0.024225673,정상기여(-),0.024225673,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,34,유형자산회전율_diff,0.002171389846499139,0.024021216,부실기여(+),0.024021216,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,35,자기자본증가율,0.2120742331918203,-0.0223505,정상기여(-),0.0223505,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,36,영업현금흐름비율,0.5863086391823347,-0.022300823,정상기여(-),0.022300823,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,37,FCF_총자산_ratio,0.5097079280323732,-0.021106184,정상기여(-),0.021106184,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,38,순운전자본회전율_diff,0.11276796193786424,-0.020900339,정상기여(-),0.020900339,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,39,순운전자본비율_ratio,0.47049213221356745,0.01730801,부실기여(+),0.01730801,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,40,차입금의존도_diff_industry,0.41121839643241787,-0.017178744,정상기여(-),0.017178744,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,41,영업CF_총부채_diff,0.5615189750822589,0.012864465,부실기여(+),0.012864465,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,42,순이익증가율_diff,0.1946114801373568,-0.011552128,정상기여(-),0.011552128,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,43,비유동장기적합률_ratio,0.12168937445831253,0.010871552,부실기여(+),0.010871552,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,44,매출원가율,0.8815600765942494,0.006000286,부실기여(+),0.006000286,0.305469,0.426478,0,0,0.44
농협경제지주주식회사,2021,45,유동자산회전율,0.12761253357675084,-0.0050828033,정상기여(-),0.0050828033,0.305469,0.426478,0,0,0.44
