Combined_Rank,Feature,Category,Feature_Type,SHAP_Rank,mean_abs_SHAP,Perm_Rank,Perm_Mean,Perm_Std,Rank_Diff,Consistency,Combined_Score,Category_Order
1,총자본영업이익률,미분류,★ 핵심피처 (SHAP+Perm 모두 높음),1,0.87565,2,0.050738124706676095,0.01934573888404069,1,일치,0.013157894736842105,7
1,금융비용부담률,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),2,0.85310787,1,0.08658846198286768,0.014632244598249093,1,일치,0.013157894736842105,2
3,유보율,미분류,★ 핵심피처 (SHAP+Perm 모두 높음),3,0.52171344,4,0.02980501132597616,0.008009819641365034,1,일치,0.06578947368421052,7
3,영업CF_총부채,미분류,★ 핵심피처 (SHAP+Perm 모두 높음),4,0.51573086,3,0.032014007393813416,0.011857942618635806,1,일치,0.06578947368421052,7
5,매출채권회수기간_diff,미분류,★ 핵심피처 (SHAP+Perm 모두 높음),5,0.40441442,8,0.008920912104355997,0.016166848388416134,3,일치,0.14473684210526316,7
6,자기자본증가율,성장성 (Growth),★ 핵심피처 (SHAP+Perm 모두 높음),7,0.34459406,11,0.005492241721028007,0.006252236215619949,4,소폭 불일치,0.21052631578947367,3
7,영업이익률_diff,미분류,★ 핵심피처 (SHAP+Perm 모두 높음),11,0.30301973,9,0.006880522693461089,0.0062375916509321465,2,일치,0.23684210526315788,7
8,매입채무지급기간,미분류,"△ 대체가능 (SHAP 높음, Perm 낮음)",8,0.32304183,12,0.005097419244089091,0.006221834248700274,4,소폭 불일치,0.2368421052631579,7
8,ROIC,미분류,"▲ 상호작용 (Perm 높음, SHAP 낮음)",14,0.2540986,6,0.013047921618268395,0.010374883765265897,8,소폭 불일치,0.2368421052631579,7
10,영업이익증가율,미분류,"▲ 상호작용 (Perm 높음, SHAP 낮음)",16,0.18187837,5,0.016285409219010772,0.006948805859561033,11,대폭 불일치,0.25,7
11,재고자산회전율,미분류,"△ 대체가능 (SHAP 높음, Perm 낮음)",6,0.37668073,16,0.002314393436963763,0.009217421942716901,10,대폭 불일치,0.2631578947368421,7
12,ROE_diff,수익성 (Profitability),"△ 대체가능 (SHAP 높음, Perm 낮음)",9,0.3179508,15,0.0032978986289404415,0.005130829275503813,6,소폭 불일치,0.2894736842105263,2
13,영업이익률변화_diff,미분류,- 일반피처,13,0.26058924,13,0.005048294470495202,0.008989285604500425,0,일치,0.3157894736842105,7
14,비유동비율,미분류,"▲ 상호작용 (Perm 높음, SHAP 낮음)",17,0.18079127,10,0.00616097607192407,0.005046823802062127,7,소폭 불일치,0.3289473684210526,7
15,비유동장기적합률,미분류,"▲ 상호작용 (Perm 높음, SHAP 낮음)",22,0.1137605,7,0.012166983672735523,0.007736435223094951,15,대폭 불일치,0.35526315789473684,7
16,업력,기타 (Other),- 일반피처,19,0.15046021,19,-0.0011572457628977054,0.007120081265639893,0,일치,0.47368421052631576,6
17,감가상각비율,현금흐름 (Cash Flow),- 일반피처,26,0.0892465,14,0.00413658670969788,0.0027406458110174853,12,대폭 불일치,0.5,5
18,영업CF_유동부채,미분류,- 일반피처,20,0.14770363,24,-0.0023360168998681633,0.003452379439981743,4,소폭 불일치,0.5526315789473684,7
19,자기자본비율_ratio,미분류,- 일반피처,28,0.086654104,17,0.0012472088494635048,0.0018064770272888686,11,대폭 불일치,0.5657894736842105,7
20,EBITDA마진_ratio,미분류,- 일반피처,23,0.11117213,22,-0.002136293290957201,0.004722196896036616,1,일치,0.5657894736842106,7
21,매출채권회전율,미분류,"△ 대체가능 (SHAP 높음, Perm 낮음)",10,0.30713382,36,-0.007510059070341135,0.011120850762169749,26,대폭 불일치,0.5789473684210527,7
22,순운전자본회전율_ratio,미분류,- 일반피처,15,0.23538727,34,-0.005795385657615832,0.011570913469195235,19,대폭 불일치,0.618421052631579,7
22,자본잠식률_diff,미분류,- 일반피처,18,0.17015564,31,-0.0037736530299713506,0.002249595595418608,13,대폭 불일치,0.618421052631579,7
24,차입금의존도_diff,미분류,- 일반피처,30,0.08116664,20,-0.001666584421880977,0.0029909063079061413,10,대폭 불일치,0.631578947368421,7
25,매입채무회전율,미분류,- 일반피처,12,0.27669442,39,-0.08338480931169559,0.011796660618539971,27,대폭 불일치,0.6447368421052632,7
25,판관비율_ratio,미분류,- 일반피처,25,0.08945111,26,-0.0028150991541370076,0.0033446126042455805,1,일치,0.6447368421052632,7
27,총자산회전율_ratio,활동성 (Activity),- 일반피처,31,0.07728981,21,-0.0020522442381239294,0.003288178310075832,10,대폭 불일치,0.6578947368421053,4
28,장기부채비율_ratio,미분류,- 일반피처,24,0.09886164,29,-0.0033557410693185537,0.0037340123463869947,5,소폭 불일치,0.6710526315789473,7
28,부채비율변화,안정성 (Solvency),- 일반피처,35,0.062034268,18,0.0011198655118131117,0.004573511791246944,17,대폭 불일치,0.6710526315789473,1
30,순이익률_diff,미분류,- 일반피처,27,0.08911603,28,-0.0033221113141001348,0.004185096126723226,1,일치,0.6973684210526316,7
31,유형자산비율,기타 (Other),- 일반피처,36,0.049233157,23,-0.002251689880166992,0.002203742434421946,13,대폭 불일치,0.75,6
31,재고자산보유기간_diff,미분류,- 일반피처,21,0.13806812,38,-0.016529608610563472,0.010015298320857723,17,대폭 불일치,0.75,7
33,현금ROA,수익성 (Profitability),- 일반피처,33,0.06540373,27,-0.003083808006023477,0.0025809778091991395,6,소폭 불일치,0.763157894736842,2
34,현금ROE,미분류,- 일반피처,32,0.06960857,30,-0.003708044331005404,0.0038794274393421395,2,일치,0.7894736842105263,7
34,종업원,미분류,- 일반피처,37,0.027680317,25,-0.0023412865655822474,0.001858344832628019,12,대폭 불일치,0.7894736842105263,7
36,자기자본회전율_ratio,미분류,- 일반피처,29,0.08388952,37,-0.00977719193983512,0.003419760085256067,8,소폭 불일치,0.8421052631578947,7
