변수그룹,변수,비교,평균(A),평균(B),평균차(A-B),F(Scheffe),p값,유의성
기본 재무비율,부채비율,도입기 vs 성장기,5690.1179,2457.2904,3232.8275,59.4912,0.0,***
기본 재무비율,부채비율,도입기 vs 성숙기,5690.1179,1534.5798,4155.5381,126.7002,0.0,***
기본 재무비율,부채비율,도입기 vs 쇠퇴기,5690.1179,4647.5587,1042.5592,4.5697,0.2065,n.s.
기본 재무비율,부채비율,성장기 vs 성숙기,2457.2904,1534.5798,922.7106,7.6428,0.0543,n.s.
기본 재무비율,부채비율,성장기 vs 쇠퇴기,2457.2904,4647.5587,-2190.2683,22.5265,0.0001,***
기본 재무비율,부채비율,성숙기 vs 쇠퇴기,1534.5798,4647.5587,-3112.9789,55.8281,0.0,***
기본 재무비율,총부채비율,도입기 vs 성장기,92.5052,75.8158,16.6894,26.7686,0.0,***
기본 재무비율,총부채비율,도입기 vs 성숙기,92.5052,58.4824,34.0228,143.3892,0.0,***
기본 재무비율,총부채비율,도입기 vs 쇠퇴기,92.5052,89.8629,2.6423,0.4956,0.9198,n.s.
기본 재무비율,총부채비율,성장기 vs 성숙기,75.8158,58.4824,17.3333,45.5342,0.0,***
기본 재무비율,총부채비율,성장기 vs 쇠퇴기,75.8158,89.8629,-14.0471,15.6432,0.0014,**
기본 재무비율,총부채비율,성숙기 vs 쇠퇴기,58.4824,89.8629,-31.3804,95.7796,0.0,***
기본 재무비율,장기부채비율,도입기 vs 성장기,2705.3292,1233.7566,1471.5726,47.732,0.0,***
기본 재무비율,장기부채비율,도입기 vs 성숙기,2705.3292,788.2404,1917.0888,104.4157,0.0,***
기본 재무비율,장기부채비율,도입기 vs 쇠퇴기,2705.3292,2670.599,34.7302,0.0196,0.9993,n.s.
기본 재무비율,장기부채비율,성장기 vs 성숙기,1233.7566,788.2404,445.5162,6.8993,0.0755,n.s.
기본 재무비율,장기부채비율,성장기 vs 쇠퇴기,1233.7566,2670.599,-1436.8424,37.5384,0.0,***
기본 재무비율,장기부채비율,성숙기 vs 쇠퇴기,788.2404,2670.599,-1882.3586,79.0432,0.0,***
기본 재무비율,장기부채의존도,도입기 vs 성장기,32.1784,31.1939,0.9846,0.1932,0.9787,n.s.
기본 재무비율,장기부채의존도,도입기 vs 성숙기,32.1784,21.8605,10.3179,27.3557,0.0,***
기본 재무비율,장기부채의존도,도입기 vs 쇠퇴기,32.1784,29.7059,2.4726,0.9002,0.8254,n.s.
기본 재무비율,장기부채의존도,성장기 vs 성숙기,31.1939,21.8605,9.3334,27.3865,0.0,***
기본 재무비율,장기부채의존도,성장기 vs 쇠퇴기,31.1939,29.7059,1.488,0.3641,0.9475,n.s.
기본 재무비율,장기부채의존도,성숙기 vs 쇠퇴기,21.8605,29.7059,-7.8454,12.4185,0.0062,**
기본 재무비율,차입금의존도,도입기 vs 성장기,65.6978,43.7299,21.968,85.5718,0.0,***
