변수그룹,변수,F통계량,p값,유의성,Eta²,효과크기
기본 재무비율,부채비율,51.3391,0.0,***,0.076,중
기본 재무비율,총부채비율,66.2839,0.0,***,0.096,중
기본 재무비율,장기부채비율,50.7582,0.0,***,0.0752,중
기본 재무비율,장기부채의존도,14.98,0.0,***,0.0234,소
기본 재무비율,차입금의존도,120.1038,0.0,***,0.1614,대
기본 재무비율,순차입금비율,58.7126,0.0,***,0.086,중
기본 재무비율,금융부채비율,55.4026,0.0,***,0.0815,중
기본 재무비율,자기자본비율,52.447,0.0,***,0.0775,중
기본 재무비율,유보율,34.1614,0.0,***,0.0519,소
기본 재무비율,자본잠식률,21.0487,0.0,***,0.0326,소
기본 재무비율,유동비율,32.644,0.0,***,0.0497,소
기본 재무비율,당좌비율_추정,33.1149,0.0,***,0.0504,소
기본 재무비율,현금비율,37.2379,0.0,***,0.0563,소
기본 재무비율,순운전자본비율,60.9808,0.0,***,0.089,중
기본 재무비율,순운전자본회전율,8.3903,1.5e-05,***,0.0133,소
기본 재무비율,금융비용부담률,85.4537,0.0,***,0.1204,중
기본 재무비율,비유동비율,56.5583,0.0,***,0.0831,중
기본 재무비율,비유동장기적합률,54.1845,0.0,***,0.0799,중
기본 재무비율,유형자산비율,30.8083,0.0,***,0.047,소
기본 재무비율,유형자산부채비율,24.7438,0.0,***,0.0381,소
기본 재무비율,ROA,84.4508,0.0,***,0.1192,중
기본 재무비율,ROE,3.328,0.018909,*,0.0053,소
기본 재무비율,ROIC,8.8146,8e-06,***,0.0139,소
기본 재무비율,총자본영업이익률,87.4571,0.0,***,0.1229,중
기본 재무비율,매출총이익률,22.4696,0.0,***,0.0348,소
기본 재무비율,영업이익률,93.0406,0.0,***,0.1298,중
기본 재무비율,순이익률,86.7873,0.0,***,0.1221,중
기본 재무비율,EBITDA마진,80.9989,0.0,***,0.1149,중
기본 재무비율,현금ROA,236.6821,0.0,***,0.275,대
기본 재무비율,현금ROE,16.8269,0.0,***,0.0263,소
기본 재무비율,매출원가율,22.3117,0.0,***,0.0345,소
기본 재무비율,판관비율,90.4556,0.0,***,0.1266,중
기본 재무비율,감가상각비율,97.1616,0.0,***,0.1347,중
기본 재무비율,총자산회전율,21.0523,0.0,***,0.0326,소
기본 재무비율,유동자산회전율,28.2165,0.0,***,0.0433,소
기본 재무비율,비유동자산회전율,14.2741,0.0,***,0.0224,소
기본 재무비율,유형자산회전율,8.6516,1.1e-05,***,0.0137,소
기본 재무비율,자기자본회전율,7.4497,5.9e-05,***,0.0118,소
기본 재무비율,투하자본회전율,5.1132,0.001591,**,0.0081,소
기본 재무비율,매출채권회전율,16.2863,0.0,***,0.0254,소
기본 재무비율,매출채권회수기간,31.2912,0.0,***,0.0478,소
기본 재무비율,재고자산회전율,15.1759,0.0,***,0.0237,소
기본 재무비율,재고자산보유기간,13.264,0.0,***,0.0208,소
기본 재무비율,매입채무회전율,4.6049,0.003239,**,0.0073,소
기본 재무비율,매입채무지급기간,23.3989,0.0,***,0.0361,소
기본 재무비율,현금전환주기_CCC,21.5273,0.0,***,0.0333,소
기본 재무비율,영업CF_유동부채,145.2073,0.0,***,0.1888,대
기본 재무비율,영업CF_총부채,147.7901,0.0,***,0.1915,대
기본 재무비율,FCF,30.1857,0.0,***,0.0461,소
기본 재무비율,FCF_총자산,25.4949,0.0,***,0.0393,소
기본 재무비율,매출액증가율,22.1584,0.0,***,0.0343,소
기본 재무비율,영업이익증가율,8.192,2e-05,***,0.013,소
기본 재무비율,순이익증가율,16.099,0.0,***,0.0252,소
기본 재무비율,EBITDA증가율,8.7737,9e-06,***,0.0139,소
기본 재무비율,총자산증가율,42.1577,0.0,***,0.0633,중
기본 재무비율,유형자산증가율,14.2715,0.0,***,0.0224,소
기본 재무비율,자기자본증가율,11.6553,0.0,***,0.0183,소
기본 재무비율,부채증가율,27.1969,0.0,***,0.0418,소
기본 재무비율,영업현금흐름증가율,31.1408,0.0,***,0.0475,소
기본 재무비율,FCF증가율,14.1914,0.0,***,0.0222,소
기본 재무비율,ROA변화,3.3028,0.01957,*,0.0053,소
기본 재무비율,영업이익률변화,17.4465,0.0,***,0.0272,소
기본 재무비율,부채비율변화,1.5653,0.195854,n.s.,0.0025,소
기본 재무비율,유동비율변화,2.1875,0.087609,n.s.,0.0035,소
