column,n_distress,n_normal,mean_distress,mean_normal,median_distress,median_normal,cohens_d,cles,direction,mw_stat,p_value_raw,p_value_fdr,significant_fdr,keep,remove_reason
FCF_총자산_diff,295,3618,0.465868,0.654958,0.590339,0.676364,-0.5274,0.2662,normal_high,284150.0,8.752272636436447e-41,4.288613591853859e-40,1.0,1,
FCF_총자산_ratio,295,3618,0.978264,0.692013,0.689981,0.675584,0.2505,0.5999,distress_high,640282.0,1.0984127522883237e-08,1.630976510973572e-08,1.0,1,
매출액증가율_diff,295,3618,0.462726,0.555627,0.364045,0.366532,-0.0134,0.4846,ambiguous,517258.0,0.37946934578965374,0.40421734660202246,0.0,0,FDR 비유의
매출액증가율_ratio,295,3618,0.056072,-1.120499,0.270727,0.269846,0.018,0.5155,ambiguous,550166.0,0.37614268217616653,0.40286320058212377,0.0,0,FDR 비유의
영업이익증가율_diff,295,3618,0.372644,0.415584,0.394683,0.404182,-0.115,0.4241,normal_high,452626.5,1.3888352185953012e-05,1.903578341571182e-05,1.0,1,
영업이익증가율_ratio,295,3618,0.760157,0.687537,0.714354,0.712818,0.083,0.5471,ambiguous,583912.5,0.006802769022783814,0.008547068772215562,1.0,0,방향 불명확 (CLES 0.45~0.55)
순이익증가율_diff,295,3618,0.529724,0.474821,0.53982,0.542297,0.0125,0.4282,normal_high,457020.5,3.935038859041013e-05,5.319087009462335e-05,1.0,1,
순이익증가율_ratio,295,3618,0.607893,0.589033,0.609002,0.609002,0.0186,0.4904,ambiguous,523401.5,0.5799573401979213,0.5982717825199609,0.0,0,FDR 비유의
EBITDA증가율_diff,295,3618,0.439064,0.467859,0.428909,0.447779,-0.0433,0.4229,normal_high,451362.5,1.020793288352489e-05,1.418975067497077e-05,1.0,1,
EBITDA증가율_ratio,295,3618,0.693172,0.685047,0.687499,0.687499,0.1326,0.5382,ambiguous,574393.5,0.028464246635266335,0.03422694687430799,1.0,0,방향 불명확 (CLES 0.45~0.55)
총자산증가율_diff,295,3618,0.375008,0.399562,0.343189,0.371085,-0.131,0.3617,normal_high,386094.0,2.5892487818072005e-15,4.613570556674648e-15,1.0,1,
총자산증가율_ratio,295,3618,0.284581,0.395308,0.169852,0.214471,-0.1022,0.3678,normal_high,392515.0,3.875873671279738e-14,6.782778924739541e-14,1.0,1,
유형자산증가율_diff,295,3618,0.248578,0.292405,0.228014,0.228678,-0.0382,0.4382,normal_high,467691.5,0.0004066792107700505,0.0005422389476934007,1.0,1,
